report_date,weighted_average
2018-02-19,
2018-02-16,335.36
2018-02-15,334.40
2018-02-14,327.68
2018-02-13,
2018-02-12,330.16
2018-02-09,330.50
2018-02-08,
2018-02-07,335.75
2018-02-06,
2018-02-05,332.00
2018-02-02,330.57
2018-02-01,335.68
2018-01-31,334.20
2018-01-30,337.47
2018-01-29,333.35
2018-01-26,333.12
2018-01-25,343.08
2018-01-24,337.13
2018-01-23,
2018-01-22,331.99
2018-01-19,335.73
2018-01-18,338.97
2018-01-17,336.71
2018-01-16,338.64
2018-01-15,338.28
2018-01-12,
2018-01-11,338.82
2018-01-10,339.64
2018-01-09,340.17
2018-01-08,335.51
2018-01-05,
2018-01-04,330.04
2018-01-03,340.81
2018-01-02,322.58
2017-12-29,322.24
2017-12-28,
2017-12-27,331.26
2017-12-26,
2017-12-22,321.40
2017-12-21,319.66
2017-12-20,318.79
2017-12-19,
2017-12-18,
2017-12-15,309.43
2017-12-14,305.72
2017-12-13,310.56
2017-12-12,
2017-12-11,
2017-12-08,285.51
2017-12-07,285.41
2017-12-06,293.63
2017-12-05,281.62
2017-12-04,290.80
2017-12-01,289.51
2017-11-30,278.72
2017-11-29,292.80
2017-11-28,293.94
2017-11-27,294.51
2017-11-24,294.07
2017-11-22,296.07
2017-11-21,
2017-11-20,286.27
2017-11-17,290.00
2017-11-16,290.00
2017-11-15,284.30
2017-11-14,
2017-11-13,273.24
2017-11-10,
2017-11-09,269.29
2017-11-08,268.90
2017-11-07,
2017-11-06,247.92
2017-11-03,242.26
2017-11-02,244.06
2017-11-01,246.64
2017-10-31,253.54
2017-10-30,237.79
2017-10-27,
2017-10-26,238.16
2017-10-25,246.87
2017-10-24,
2017-10-23,241.74
2017-10-20,241.37
2017-10-19,243.75
2017-10-18,244.06
2017-10-17,238.86
2017-10-16,240.88
2017-10-13,234.81
2017-10-12,231.28
2017-10-11,237.12
2017-10-10,233.83
2017-10-09,232.87
2017-10-06,230.86
2017-10-05,230.00
2017-10-04,230.01
2017-10-03,235.21
2017-10-02,240.20
2017-09-29,
2017-09-28,244.70
2017-09-27,251.57
2017-09-26,256.90
2017-09-25,259.83
2017-09-22,246.91
2017-09-21,
2017-09-20,260.14
2017-09-19,259.00
2017-09-18,260.42
2017-09-15,266.69
2017-09-14,260.35
2017-09-13,256.67
2017-09-12,
2017-09-11,285.00
2017-09-08,283.14
2017-09-07,255.78
2017-09-06,268.39
2017-09-05,255.78
2017-09-01,257.88
2017-08-31,286.82
2017-08-30,281.19
2017-08-29,
2017-08-28,301.34
2017-08-25,315.21
2017-08-24,319.84
2017-08-23,320.41
2017-08-22,
2017-08-21,327.01
2017-08-18,303.15
2017-08-17,326.09
2017-08-16,341.89
2017-08-15,348.57
2017-08-14,346.32
2017-08-11,336.71
2017-08-10,
2017-08-09,345.57
2017-08-08,359.03
2017-08-07,362.73
2017-08-04,357.50
2017-08-03,358.98
2017-08-02,360.48
2017-08-01,366.13
2017-07-31,362.89
2017-07-28,345.16
2017-07-27,
2017-07-26,371.34
2017-07-25,369.94
2017-07-24,373.26
2017-07-21,367.10
2017-07-20,365.10
2017-07-19,372.46
2017-07-18,
2017-07-17,366.77
2017-07-14,
2017-07-13,375.80
2017-07-12,370.94
2017-07-11,
2017-07-10,367.05
2017-07-07,366.33
2017-07-06,364.93
2017-07-05,365.06
2017-07-03,371.75
2017-06-30,361.88
2017-06-29,362.50
2017-06-28,361.68
2017-06-27,
2017-06-26,360.00
2017-06-23,353.39
2017-06-22,363.04
2017-06-21,360.96
2017-06-20,355.23
2017-06-19,360.00
2017-06-16,
2017-06-15,340.90
2017-06-14,357.65
2017-06-13,351.76
2017-06-12,356.68
2017-06-09,352.00
2017-06-08,350.51
2017-06-07,348.77
2017-06-06,
2017-06-05,338.89
2017-06-02,341.48
2017-06-01,325.97
2017-05-31,349.91
2017-05-30,
2017-05-26,349.72
2017-05-25,344.99
2017-05-24,360.87
2017-05-23,
2017-05-22,365.88
2017-05-19,345.79
2017-05-18,361.78
2017-05-17,377.94
2017-05-16,
2017-05-15,386.97
2017-05-12,
2017-05-11,387.14
2017-05-10,375.96
2017-05-09,365.88
2017-05-08,363.63
2017-05-05,
2017-05-04,357.42
2017-05-03,364.77
2017-05-02,
2017-05-01,350.80
2017-04-28,344.14
2017-04-27,334.88
2017-04-26,342.27
2017-04-25,359.30
2017-04-24,336.15
2017-04-21,
2017-04-20,347.72
2017-04-19,338.13
2017-04-18,350.55
2017-04-17,353.71
2017-04-14,330.13
2017-04-13,360.16
2017-04-12,359.88
2017-04-11,364.68
2017-04-10,369.48
2017-04-07,372.58
2017-04-06,
2017-04-05,383.33
2017-04-04,393.94
2017-04-03,396.95
2017-03-31,388.10
2017-03-30,
2017-03-29,395.14
2017-03-28,380.41
2017-03-27,396.01
2017-03-24,387.81
2017-03-23,393.15
2017-03-22,399.47
2017-03-21,396.47
2017-03-20,401.78
2017-03-17,391.88
2017-03-16,378.14
2017-03-15,392.87
2017-03-14,359.56
2017-03-13,377.89
2017-03-10,347.27
2017-03-09,
2017-03-08,324.54
2017-03-07,321.13
2017-03-06,347.17
2017-03-03,350.01
2017-03-02,306.25
2017-03-01,305.91
2017-02-28,
2017-02-28,
2017-02-27,300.69
2017-02-24,
2017-02-23,
2017-02-22,291.70
2017-02-21,280.57
2017-02-20,296.92
2017-02-17,276.21
2017-02-16,266.66
2017-02-15,279.58
2017-02-14,269.26
2017-02-13,263.92
2017-02-10,259.54
2017-02-09,266.68
2017-02-08,265.80
2017-02-07,259.53
2017-02-06,256.08
2017-02-03,265.74
2017-02-02,253.92
2017-02-01,255.30
2017-01-31,258.96
2017-01-30,244.35
2017-01-27,251.98
2017-01-26,223.71
2017-01-25,233.40
2017-01-24,237.45
2017-01-23,238.19
2017-01-20,236.93
2017-01-19,240.36
2017-01-18,241.93
2017-01-17,235.97
2017-01-16,239.91
2017-01-13,240.47
2017-01-12,
2017-01-11,241.52
2017-01-10,240.84
2017-01-09,241.35
2017-01-06,242.62
2017-01-05,237.09
2017-01-04,247.67
2017-01-03,242.21
2016-12-30,242.26
2016-12-29,242.14
2016-12-28,238.27
2016-12-27,
2016-12-23,
2016-12-22,217.13
2016-12-21,218.51
2016-12-20,
2016-12-19,220.38
2016-12-16,215.00
2016-12-15,216.83
2016-12-14,208.22
2016-12-13,
2016-12-12,211.28
2016-12-09,210.10
2016-12-08,216.28
2016-12-07,211.48
2016-12-06,
2016-12-05,
2016-12-02,
2016-12-01,
2016-11-30,211.93
2016-11-29,204.41
2016-11-28,208.96
2016-11-25,203.02
2016-11-23,205.11
2016-11-22,204.09
2016-11-21,202.46
2016-11-18,209.44
2016-11-17,209.95
2016-11-16,204.96
2016-11-15,194.28
2016-11-14,205.00
2016-11-11,214.08
2016-11-10,212.53
2016-11-09,220.52
2016-11-08,
2016-11-07,226.69
2016-11-04,229.31
2016-11-03,235.23
2016-11-02,234.44
2016-11-01,
2016-10-31,240.15
2016-10-28,
2016-10-27,240.28
2016-10-26,239.75
2016-10-25,243.38
2016-10-24,251.49
2016-10-21,240.00
2016-10-20,244.67
2016-10-19,247.54
2016-10-18,272.73
2016-10-17,248.17
2016-10-14,252.94
2016-10-13,261.25
2016-10-12,266.59
2016-10-11,255.37
2016-10-10,268.71
2016-10-07,263.70
2016-10-06,278.96
2016-10-05,262.82
2016-10-04,
2016-10-03,296.98
2016-09-30,302.06
2016-09-29,289.81
2016-09-28,297.93
2016-09-27,310.68
2016-09-26,291.55
2016-09-23,
2016-09-22,306.42
2016-09-21,308.55
2016-09-20,313.80
2016-09-19,319.20
2016-09-16,322.15
2016-09-15,318.65
2016-09-14,319.59
2016-09-13,329.50
2016-09-12,328.19
2016-09-09,330.73
2016-09-08,329.34
2016-09-07,324.64
2016-09-06,344.12
2016-09-02,342.85
2016-09-01,350.05
2016-08-31,348.77
2016-08-30,353.38
2016-08-29,
2016-08-26,350.81
2016-08-25,354.90
2016-08-24,351.05
2016-08-23,372.04
2016-08-22,344.92
2016-08-19,
2016-08-18,353.75
2016-08-17,354.27
2016-08-16,370.26
2016-08-15,347.87
2016-08-12,344.75
2016-08-11,349.39
2016-08-10,343.63
2016-08-09,340.13
2016-08-08,355.65
2016-08-05,333.54
2016-08-04,335.58
2016-08-03,337.44
2016-08-02,355.97
2016-08-01,347.06
2016-07-29,334.61
2016-07-28,326.15
2016-07-27,349.95
2016-07-26,346.43
2016-07-25,359.33
2016-07-22,
2016-07-21,
2016-07-20,358.91
2016-07-19,355.69
2016-07-18,363.11
2016-07-15,350.82
2016-07-14,369.50
2016-07-13,368.22
2016-07-12,369.14
2016-07-11,360.27
2016-07-08,348.48
2016-07-07,341.94
2016-07-06,349.23
2016-07-05,361.90
2016-07-01,327.19
2016-06-30,364.18
2016-06-29,333.76
2016-06-28,350.02
2016-06-27,355.57
2016-06-24,338.68
2016-06-23,355.93
2016-06-22,358.36
2016-06-21,365.26
2016-06-20,355.90
2016-06-17,384.95
2016-06-16,
2016-06-15,403.34
2016-06-14,420.83
2016-06-13,336.72
2016-06-10,412.05
2016-06-09,428.51
2016-06-08,431.52
2016-06-07,417.04
2016-06-06,425.82
2016-06-03,425.15
2016-06-02,424.99
2016-06-01,414.71
2016-05-31,447.73
2016-05-27,
2016-05-26,448.44
2016-05-25,420.55
2016-05-24,454.94
2016-05-23,446.49
2016-05-20,
2016-05-19,
2016-05-18,440.34
2016-05-17,459.64
2016-05-16,465.58
2016-05-13,442.61
2016-05-12,444.02
2016-05-11,425.67
2016-05-10,414.73
2016-05-09,423.04
2016-05-06,421.09
2016-05-05,
2016-05-04,438.83
2016-05-03,
2016-05-02,452.14
2016-04-29,440.28
2016-04-28,458.33
2016-04-27,458.07
2016-04-26,438.53
2016-04-25,443.07
2016-04-22,444.70
2016-04-21,444.19
2016-04-20,447.40
2016-04-19,439.82
2016-04-18,435.18
2016-04-15,450.03
2016-04-14,463.01
2016-04-13,437.77
2016-04-12,
2016-04-11,424.79
2016-04-08,425.45
2016-04-07,429.55
2016-04-06,428.96
2016-04-05,429.07
2016-04-04,
2016-04-01,414.94
2016-03-31,419.97
2016-03-30,414.91
2016-03-29,420.87
2016-03-28,416.96
2016-03-25,
2016-03-24,425.99
2016-03-23,414.50
2016-03-22,424.83
2016-03-21,411.35
2016-03-18,412.59
2016-03-17,420.72
2016-03-16,414.94
2016-03-15,392.98
2016-03-14,387.62
2016-03-11,384.70
2016-03-10,395.02
2016-03-09,388.70
2016-03-08,380.10
2016-03-07,367.52
2016-03-04,365.94
2016-03-03,382.02
2016-03-02,387.24
2016-03-01,361.65
2016-02-29,349.74
2016-02-26,365.17
2016-02-25,355.69
2016-02-24,355.49
2016-02-23,354.29
2016-02-22,340.06
2016-02-19,
2016-02-18,335.00
2016-02-17,333.82
2016-02-16,334.04
2016-02-15,320.95
2016-02-12,319.27
2016-02-11,314.58
2016-02-10,314.52
2016-02-09,319.19
2016-02-08,308.80
2016-02-05,
2016-02-04,284.28
2016-02-03,315.76
2016-02-02,317.77
2016-02-01,288.80
2016-01-29,293.00
2016-01-28,310.97
2016-01-27,301.54
2016-01-26,312.53
2016-01-25,320.63
2016-01-22,313.19
2016-01-21,309.53
2016-01-20,337.48
2016-01-19,342.66
2016-01-18,344.01
2016-01-15,341.63
2016-01-14,344.30
2016-01-13,342.68
2016-01-12,337.52
2016-01-11,325.21
2016-01-08,328.06
2016-01-07,340.54
2016-01-06,331.27
2016-01-05,328.93
2016-01-04,311.80
