report_date,total_pounds_tndrloin,total_pounds_butt_bnls,total_pounds_butt_CC,weighted_average_tndrloin,weighted_average_butt_bnls,weighted_average_butt_CC,total_pounds_tndrloin_scaled,total_pounds_butt_bnls_scaled,total_pounds_butt_CC_scaled,weighted_average_tndrloin_scaled,weighted_average_butt_bnls_scaled,weighted_average_butt_CC_scaled
2023-03-09,82466,13786.0,55242.0,1542.08,391.37,598.33,-0.24827126931898516,0.13811541956961457,0.2082551202690096,2.2476641936460187,1.2466141848837287,1.7525326191781097
2023-02-21,192395,8943.0,21398.0,1484.69,390.33,589.96,1.0936143234922435,-0.10888312731299091,-0.3022372490434688,1.9739451419662246,1.2258023684757267,1.6351282412870094
2023-02-02,121281,3681.0,18446.0,1398.85,383.53,516.69,0.22553718236317188,-0.37725115409314164,-0.3467642988664932,1.564535081046315,1.0897251073464855,0.6073840634995656
2023-01-24,149912,4977.0,34749.0,1479.15,367.28,517.32,0.5750311867458033,-0.31115366973223796,-0.10085491767924179,1.9475223584445998,0.7645404759714617,0.6162209521580355
2023-01-12,244061,3820.0,2012.0,1553.15,381.31,568.0,1.7242928618050175,-0.3701619948908534,-0.5946496433080861,2.3004620661341764,1.0452998838601752,1.3270995509060581
2023-01-04,157234,40640.0,6061.0,1611.49,367.38,519.18,0.6644096611298496,1.507700176535439,-0.533575786691072,2.5787121005478233,0.7665416121645392,0.6423108139116118
2022-12-29,192853,8353.0,5005.0,1566.84,359.08,512.97,1.0992050557058317,-0.13897380306371096,-0.5495041622375197,2.3657559120567475,0.600447308139142,0.5552043399924096
2022-12-14,48287,3304.0,1832.0,1645.35,361.66,572.32,-0.665488815887179,-0.3964785858863984,-0.5973647073216851,2.740205864093351,0.6520766219205313,1.3876953588498524
2022-11-22,138466,3566.0,8150.0,1555.59,343.97,514.61,0.43531170876167424,-0.38311628580726503,-0.5020659604443586,2.312099537576913,0.2980756293651976,0.57820830411922
2022-11-16,82674,2460.0,8348.0,1534.36,340.8,492.86,-0.24573224682897127,-0.4395235525535301,-0.49907939002939966,2.210843997114079,0.2346396120446541,0.2731252432910924
2022-11-15,165779,5797.0,50449.0,1524.4,325.42,505.35,0.7687170994816216,-0.26933273055327106,0.1359589990624528,2.163340220241267,-0.07313513445059924,0.4483200676471069
2022-11-09,52137,2378.0,5893.0,1488.51,338.51,539.68,-0.6184924861441337,-0.4437056464714268,-0.5361098464370978,1.9921644620118215,0.1888135932231888,0.9298603654967437
2022-10-26,85734,7631.0,42415.0,1455.93,330.77,516.47,-0.20837931981242097,-0.17579662999933787,0.01477664192214869,1.8367756015182217,0.03392565187902335,0.6042981658727979
2022-10-17,21672,1199.0,30310.0,1413.41,339.22,466.66,-0.9903738330589067,-0.5038359968275267,-0.16781141299238717,1.6339783532619947,0.20302166019403672,-0.09437711044210026
2022-10-12,43813,2102.0,13408.0,1364.36,324.7,523.29,-0.720102213100266,-0.45778196258532294,-0.4227559238693376,1.4000365605299163,-0.0875433150407547,0.6999609923025824
2022-10-07,114007,13433.0,15473.0,1333.48,339.81,528.27,0.13674463624605196,0.12011201526452274,-0.39160810615777075,1.2527557744021585,0.21482836373319095,0.769814493126678
2022-08-31,112938,2779.0,2502.0,1134.35,348.98,576.53,0.12369552546804793,-0.4232541871900052,-0.587258635715511,0.30301409883154423,0.39833255263835865,1.4467482179802613
2022-08-16,50483,2144.0,22791.0,1138.65,365.41,523.27,-0.6386825976753018,-0.4556399144810344,-0.2812256703160051,0.32352275752161513,0.7271192291609214,0.6996804561546947
2022-08-10,119060,3492.0,21132.0,1099.06,371.26,571.12,0.19842579317893716,-0.38689037056244013,-0.3062495103080096,0.1347000139076909,0.8441856964559294,1.3708631899765757
2022-08-03,75131,2305.0,4208.0,1167.72,353.03,540.24,-0.3378084326086572,-0.44742873008126166,-0.5615258623421777,0.4621708291775066,0.4793785684579791,0.9377153776376066
2022-07-28,162029,2605.0,13324.0,1150.82,368.75,547.79,0.722941453628006,-0.4321283864792006,-0.4240229537423505,0.38156703107002177,0.7939571780096951,1.043617773465301
2022-07-21,35889,14257.0,46922.0,1221.89,366.49,515.19,-0.8168292044986794,0.16213695902485042,0.08275882808487592,0.7205322341172957,0.7487315000461535,0.5863438524079706
2022-07-13,42240,1537.0,1837.0,1224.28,367.09,549.53,-0.739303570680996,-0.4865976097025379,-0.597289288876863,0.7319312327845666,0.7607383172046153,1.0680244183315513
2022-06-29,66219,1519.0,63638.0,1219.81,375.4,567.22,-0.44659578083463647,-0.4875156303186616,0.33489777281444066,0.7106117666579124,0.9270327348493199,1.316158641138429
2022-06-22,353728,5865.0,59507.0,1103.5,361.62,499.54,3.06298026282594,-0.26586465267013726,0.27258705370234254,0.15587639636906575,0.6512761674433001,0.36682431668566223
2022-06-17,243576,1723.0,9167.0,1109.89,383.74,498.28,1.7183725449412832,-0.47711139666926006,-0.486725848767524,0.1863532170736121,1.0939274933519483,0.34915053936872176
2022-06-10,47048,2244.0,69337.0,1310.85,383.82,521.45,-0.6806130892772136,-0.45053979994701404,0.42085971622277935,1.144822996226278,1.0955284023064096,0.6741516666968936
2022-06-01,78644,3606.0,4362.0,1314.59,366.05,552.09,-0.29492580757299014,-0.3810762399936569,-0.5592029742416541,1.1626607598311296,0.7399265007966145,1.1039330452612075
2022-05-26,123037,2065.0,5011.0,1312.79,386.46,603.79,0.24697239146155828,-0.45966900496291047,-0.549413660103733,1.1540757399143562,1.148358397803644,1.8291189875515144
2022-05-25,59543,2117.0,5666.0,1309.68,380.0,586.58,-0.5280886372929665,-0.4570169454052199,-0.5395338438320254,1.1392427332803758,1.0190849997308655,1.5877176322939488
2022-05-23,60900,1152.0,4647.0,1361.05,389.8,594.41,-0.5115239569134048,-0.5062330506585163,-0.5549041228867889,1.384249662794072,1.2151963466524187,1.6975475341920738
2022-05-16,45409,2133.0,28008.0,1346.83,368.75,577.45,-0.7006200982249672,-0.45620092707977666,-0.20253406498852608,1.3164280054515614,0.7939571780096951,1.4596528807831073
2022-05-12,187467,5398.0,40422.0,1282.37,372.53,553.38,1.0334590214211454,-0.28968218754401226,-0.015285150183978524,1.0089889033208839,0.8696001261080079,1.1220276267999787
2022-05-09,27254,20235.0,90809.0,1349.5,345.72,511.87,-0.9222352583509381,0.4670218058685869,0.7447366856672167,1.3291624516614424,0.3330955127440463,0.539774851858573
2022-05-06,36290,93132.0,2896.0,1448.45,329.54,619.93,-0.811934262102066,4.184852297733401,-0.5813156622635219,1.8011000743085184,0.009311676704176156,2.0555116588970765
2022-04-27,90709,2158.0,1612.0,1425.85,372.17,615.81,-0.14765029631329096,-0.45492589844627157,-0.6006831188938617,1.6933103797979174,0.8623960358129312,1.9977212124321622
2022-04-26,8012,20366.0,11324.0,1447.95,369.83,642.22,-1.1571192523550105,0.47370295590815353,-0.4541903316712288,1.7987153465538592,0.8155694488949272,2.3681691957181794
2022-04-22,48789,2424.0,104057.0,1411.16,383.3,575.12,-0.6593609827622416,-0.44135959378577744,0.9445653970681065,1.6232470783660278,1.0851224941024091,1.4269704195541624
2022-04-15,38241,3106.0,15933.0,1381.42,386.79,563.61,-0.7881187194192916,-0.40657681266375867,-0.38466960923412874,1.4814034715188926,1.1549621472407992,1.2655218664446568
2022-04-14,64941,3678.0,80331.0,1379.66,375.0,567.77,-0.46219612094154866,-0.3774041575291623,0.5866897926978233,1.473009229822492,0.9190281900770121,1.3238733852053466
2022-04-11,60280,1438.0,9936.0,1341.01,370.82,577.07,-0.5190921970278692,-0.4916467230912181,-0.4751264919538703,1.2886697743873274,0.8353806972063904,1.4543226939732365
2022-04-07,59511,1362.0,84508.0,1340.67,376.99,549.11,-0.5284792561375841,-0.49552281013707355,0.6496943615022857,1.2870481595141594,0.958850800319246,1.0621331592259051
2022-03-28,81185,3978.0,17745.0,1247.71,355.99,539.2,-0.26390822994258023,-0.3621038139271012,-0.357337964830565,0.8436795753679018,0.5386121997730611,0.9231274979474345
2022-03-17,116676,4315.0,13626.0,1218.66,367.76,592.62,0.16932468925493194,-0.34491642794745264,-0.41946767967508986,0.7051268928221965,0.7741459296982319,1.6724395489561041
2022-03-09,201640,11505.0,22423.0,1151.68,342.17,568.67,1.2064665490700237,0.021781807048610425,-0.28677646785491867,0.3856687628080364,0.2620551778898101,1.3364975118603033
2022-03-08,111508,10570.0,1055.0,1174.62,346.76,647.94,0.10623974584920252,-0.025904263844479837,-0.6090847336470544,0.49508007219180433,0.35390732915204715,2.4484025340141287
2022-03-04,31464,11657.0,1726.0,1174.23,320.78,571.25,-0.8708444666059457,0.029533981140321353,-0.5989635783519157,0.49321998454317073,-0.1659878538093762,1.3726866749378472
2022-03-01,150534,1395.0,10964.0,1132.47,368.96,593.11,0.5826238405380564,-0.4938397723408468,-0.45962045969842685,0.2940475224740258,0.7981595640151565,1.6793126845793587
2022-02-25,6639,14911.0,21060.0,1218.34,361.72,537.36,-1.1738792421568809,0.1954917080773435,-0.30733553591344925,0.7036006670592139,0.6532773036363776,0.8973181723417443
2022-02-17,90556,1646.0,3894.0,1160.13,370.14,622.99,-0.14951794266411847,-0.48103848486045575,-0.5662621406770116,0.42597066186177884,0.8217729710934661,2.0984336895239313
2022-01-19,63840,1772.0,8964.0,1366.33,373.1,601.95,-0.4756358505641702,-0.4746123405475901,-0.48978783762730516,1.4094323878832742,0.8810066024085481,1.8033096619458258
2022-01-05,204208,2864.0,1573.0,1276.34,341.61,557.28,1.2378137113505798,-0.4189190898360879,-0.6012713827634749,0.9802290865996929,0.25084881520857844,1.1767321756381253
2021-12-27,234926,5268.0,2361.0,1268.25,343.38,527.37,1.6127833885056098,-0.29631233643823873,-0.5893854358594969,0.9416441915293058,0.28626892582604224,0.7571903664717213
2021-12-23,148368,46514.0,10906.0,1265.65,340.0,479.54,0.556183827493008,1.8072809042637943,-0.4604953136583643,0.9292436072050778,0.21863052250003734,0.08628816879772881
2021-12-22,182061,6165.0,12257.0,1280.77,321.16,477.89,0.9674688503585733,-0.2505643090680762,-0.440117249867407,1.0013577745059745,-0.15838353627568227,0.06314393659697382
2021-12-16,212693,2377.0,4263.0,1291.24,324.58,475.07,1.3413887393686938,-0.443756647616767,-0.5606962594491336,1.0512939736885405,-0.08994467847244728,0.023588339744775304
2021-12-15,58089,2899.0,16586.0,1379.0,315.05,466.85,-0.545837381045275,-0.4171340497491808,-0.37481996034035,1.4698613891863412,-0.28065295767269155,-0.09171201703716492
2021-12-14,221441,2476.0,35429.0,1239.39,317.19,440.89,1.4481741660160083,-0.43870753422808684,-0.09059800918342317,0.8039977055303713,-0.2378286431408425,-0.45584793699570303
2021-12-02,151136,3770.0,7470.0,1402.93,315.74,461.42,0.5899723575524234,-0.37271205215786357,-0.5123228689401772,1.5839944595243356,-0.26684511794045984,-0.16787758118873894
2021-12-01,137695,4961.0,26965.0,1378.26,324.11,501.51,0.42590023597417087,-0.3119696880576812,-0.2182663525784361,1.4663319921094453,-0.09935001857990891,0.3944571272526233
2021-11-30,36268,1282.0,130359.0,1385.64,312.86,485.23,-0.8122028125577405,-0.49960290176428984,1.341296584210785,1.5015305737682172,-0.32447784030107935,0.16610070287184583
2021-11-24,72177,2392.0,207610.0,1424.21,319.16,483.63,-0.373867434702412,-0.44299163043666395,2.5065266404026736,1.6854884727626354,-0.19840626013722368,0.14365781104081085
2021-11-22,34148,8035.0,106561.0,1408.81,318.93,470.52,-0.8380813110136512,-0.15519216728189567,0.9823349542350621,1.6120388579191285,-0.2030088733813013,-0.04023363389972971
2021-11-17,23548,2568.0,11171.0,1444.73,319.92,450.55,-0.9674738032932046,-0.4340154288567881,-0.45649813608278794,1.7833576998138532,-0.18319762506983814,-0.3203489775658308
2021-11-09,53787,2103.0,105245.0,1355.75,322.03,471.71,-0.5983512019685429,-0.45773096143998276,0.9624848195578601,1.3589715485946836,-0.1409736513959128,-0.023541733100397706
2021-11-03,112089,4022.0,86384.0,1382.91,324.87,518.44,0.11333191924678937,-0.3598597635321323,0.6779913619995734,1.4885099602277774,-0.08414138351252336,0.6319309764397598
2021-10-28,123585,12271.0,8031.0,1336.54,329.78,518.21,0.2536617391756333,0.06084868437920629,-0.5038609194311269,1.267350308260673,0.01411440356756017,0.6287048107390483
2021-10-25,153475,1481.0,6371.0,1282.48,334.91,481.46,0.6185241537261853,-0.48945367384158933,-0.5288998431120958,1.0095135434269096,0.11677269027241494,0.11321963899496984
2021-10-19,101157,4737.0,109282.0,1263.52,357.94,459.62,-0.020113243545670782,-0.32339394461388676,1.0233776719073011,0.9190846669702287,0.5776343555380637,-0.19312583449865312
2021-10-13,186101,7416.0,118777.0,1264.65,360.57,451.97,1.016784479491535,-0.18676187624748164,1.1665972986246507,0.9244741516957592,0.6302642374159906,-0.30043091106578734
2021-10-07,150489,2789.0,41979.0,1281.18,375.15,462.65,0.582074532787813,-0.42274417573660317,0.008200153533653224,1.0033132512647955,0.9220298943666272,-0.15062460809363157
2021-10-05,252427,7992.0,44589.0,1266.02,383.02,469.23,1.8264152759947103,-0.15738521653152443,0.047568581730839395,0.9310083057435252,1.0795193127617928,-0.058328215438500905
2021-08-24,31310,2611.0,2439.0,1766.48,471.89,713.61,-0.8727243197956676,-0.4318223796071594,-0.5882089081202706,3.317930009937114,2.8579290475493857,3.3695429756041575
2021-08-11,85406,5384.0,22327.0,1618.91,407.44,613.26,-0.21238316296975054,-0.2903962035787751,-0.28822450199550487,2.614101460426968,1.5681967711112137,1.9619528535764512
2021-08-04,101273,14397.0,26271.0,1509.88,379.02,472.79,-0.018697250233932275,0.1692771193724789,-0.22873443271975688,2.0940877262459607,0.9994738650387099,-0.008392781114448725
2021-07-28,135641,3844.0,34558.0,1394.22,370.37,453.69,0.40082738888528385,-0.36893796740268847,-0.10373590227144967,1.5424525020381705,0.8263755843375438,-0.2763048023474255
2021-07-26,45162,10996.0,15023.0,1389.3,355.75,492.96,-0.7036351874318587,-0.0041777759295531505,-0.39839576619176836,1.5189867809323225,0.533809472909676,0.27452792403053156
2021-07-14,292414,11799.0,99253.0,1365.0,339.39,455.38,2.314530142860984,0.03677614377863025,0.8721033552829408,1.4030890120558808,0.20642359172226693,-0.25259949785089514
2021-07-09,75870,7172.0,6874.0,1650.0,359.47,551.97,-0.3287875786657714,-0.19920615571049127,-0.521312747562983,2.762383832211683,0.6082517392921435,1.1022498283738797
2021-07-07,141704,3961.0,14927.0,1632.89,401.7,559.06,0.4748374531014095,-0.36297083339788466,-0.3998438003323545,2.680778448447242,1.4533315536285896,1.201699892800151
2021-07-01,52955,9798.0,4299.0,1692.32,391.63,594.15,-0.6085072919285983,-0.06527714804711693,-0.5601532466464137,2.9642271893660457,1.2518171389857289,1.6939005642695306
2021-06-30,47199,2996.0,11422.0,1723.95,420.54,536.95,-0.6787698566041747,-0.41218693865118106,-0.4527121301527137,3.115085067125794,1.8303456124043105,0.8915671813100421
2021-06-25,55407,1625.0,7656.0,1759.55,480.07,562.63,-0.5785761229597809,-0.4821095089126,-0.5095173027927915,3.2848776832575357,3.02162198814309,1.251775595198148
2021-06-18,85848,2283.0,16176.0,1822.34,509.9,654.97,-0.20698774017847105,-0.4485507552787461,-0.38100427281577004,3.5843517946876506,3.61856091453798,2.547010989996737
2021-06-09,62257,3609.0,5222.0,1815.88,513.35,777.6,-0.4949592765338431,-0.3809232365576363,-0.5462310017322365,3.5535411120974536,3.6876001131991396,4.267118380771601
2021-06-02,77821,8940.0,28594.0,1820.5,500.79,712.57,-0.304972035982997,-0.10903613074901151,-0.19369502325536472,3.575575996550505,3.4362574073486596,3.3549550959139856
2021-05-19,46521,6786.0,20966.0,1706.16,494.24,746.61,-0.6870460933745084,-0.21889259781180984,-0.3087534026761065,3.030236453615016,3.3051829867021114,3.832427619619248
2021-05-05,32650,1600.0,8350.0,1600.83,480.32,711.76,-0.8563671556773089,-0.4833845375461051,-0.4990492226514708,2.5278697048184866,3.0266248286257826,3.3435933819245234
2021-04-27,93122,3812.0,2528.0,1470.83,450.0,656.05,-0.11819519406135111,-0.370570004053575,-0.5868664598024355,1.9078404886070683,2.419880334884815,2.562159941982684
2021-04-22,14973,2413.0,15598.0,1460.63,442.97,646.64,-1.0721474468118055,-0.4419206063845197,-0.3897226450372159,1.8591920424120194,2.2792004605114973,2.430167684401412
2021-04-21,33220,4397.0,2174.0,1427.96,426.9,666.45,-0.8494092575075592,-0.34073433402955594,-0.592206085695847,1.7033739309225802,1.9576178742840111,2.708038738884411
2021-04-19,65765,10929.0,2836.0,1381.55,426.99,646.15,-0.4521376856926475,-0.007594852667346785,-0.5822206836013882,1.4820235007351035,1.9594188968577813,2.4232945487781574
2021-04-07,55781,2636.0,20229.0,1329.49,370.43,664.96,-0.5740107652133136,-0.4305473509736543,-0.3198700814428982,1.233725646919977,0.8275762660533901,2.6871387958667596
2021-04-06,19575,3999.0,45609.0,1291.57,376.91,641.44,-1.0159715742202486,-0.36103278987495696,0.06295394447456733,1.0528678940066154,0.9572498913647846,2.3572282859505505
2021-03-23,69771,6280.0,8918.0,1112.87,316.2,449.12,-0.40323708908209177,-0.2446991773539528,-0.49048168731966935,0.20056619449138055,-0.2576398914523057,-0.3404073121398182
2021-03-18,68749,3247.0,28474.0,1086.58,307.71,458.54,-0.4157124784320638,-0.39938565117078995,-0.19550506593109743,0.07517720915139463,-0.42753635424454917,-0.2082747864846013
2021-03-17,139226,4205.0,20340.0,1073.3,305.64,444.21,0.44458890632134035,-0.35052655393487503,-0.3181957919678454,0.011838839987643691,-0.4689598734412444,-0.4092789364463062
2021-03-12,89873,3693.0,9450.0,1012.7,302.94,444.16,-0.15785521362892366,-0.3766391403490592,-0.48245716479058776,-0.2771901638770633,-0.5229905506543251,-0.4099802768160254
2021-03-10,138969,10448.0,66067.0,1036.9,305.71,404.4,0.44145174872550585,-0.03212640357598466,0.37153605330906336,-0.16176934055155284,-0.4675590781060906,-0.9676861388172376
2021-02-15,180972,5375.0,18896.0,1038.73,301.81,459.39,0.9541756028026833,-0.29085521388683694,-0.33997663883249557,-0.15304123696950014,-0.5456033896360959,-0.1963520001993646
2021-02-05,54370,7616.0,62040.0,1070.63,293.14,423.0,-0.5912346148931674,-0.17656164717944092,0.3107940378492669,-0.000895606222236244,-0.7191018975758783,-0.7067875212814593
2021-02-03,38856,3621.0,11604.0,1067.31,307.44,422.26,-0.7806115134992987,-0.38031122281355384,-0.4499668987611858,-0.01673019851317479,-0.4329394219658569,-0.717167358753313
2021-01-15,51063,6083.0,33867.0,903.75,259.71,374.28,-0.6316026311166092,-0.2547464029859729,-0.11415873134587712,-0.7968223416173255,-1.388081726921543,-1.3901735775364654
2021-01-07,519148,4894.0,66887.0,844.05,258.31,377.0,5.082235552720631,-0.31538676479547484,0.38390467825990343,-1.0815588355236463,-1.4160976336246216,-1.3520206614237062
2021-01-06,141086,11665.0,7995.0,878.35,265.2,396.51,0.4672936266647337,0.02994199030304298,-0.5044039322338467,-0.9179665115540179,-1.2782193499216117,-1.0783576491590272
2020-12-29,45928,5849.0,7580.0,900.74,268.95,441.98,-0.6942847488388268,-0.2666806709955805,-0.510663663154089,-0.8111784027003743,-1.2031767426812217,-0.4405587169358102
2020-12-14,135987,5909.0,6103.0,976.81,285.0,444.56,0.4050509551427108,-0.26362060227516826,-0.5329422717545655,-0.44836592210650844,-0.8819943836923515,-0.404369553858267
2020-12-02,94936,1480.0,47040.0,1115.28,297.69,484.69,-0.09605198830709546,-0.4895046749869295,0.08453870338267974,0.21206058226883878,-0.6280502007908713,0.15852622687887136
2020-11-19,173340,9679.0,5674.0,1083.24,313.22,451.58,0.8610130083614048,-0.07134628434260114,-0.53941317432031,0.05924722775027087,-0.3172737500060016,-0.30590136594960265
2020-11-06,70088,3666.0,23392.0,1088.98,285.08,388.11,-0.3993675211525995,-0.3780161712732447,-0.27216037324837716,0.0866239023737597,-0.8803934747378902,-1.196182831271959
2020-10-29,131949,14975.0,77459.0,1068.72,263.56,377.43,0.3557597396875375,0.1987557813791165,0.5433694379919541,-0.010005266245035168,-1.3110379834880754,-1.3459891342441155
2020-10-28,164107,1228.0,58537.0,1063.88,263.55,373.91,0.7483072648503561,-0.5023569636126608,0.25795587540683657,-0.03308943091013682,-1.311238097107383,-1.3953634962723915
2020-10-27,3662,43567.0,174923.0,1102.73,245.11,371.74,-1.2102190015452046,1.6569805289462145,2.0134860992220514,0.1522039156268905,-1.6802476111107947,-1.4258016683182326
2020-10-21,67079,35660.0,36128.0,1073.04,241.45,380.91,-0.4360978993855406,1.2537144727412257,-0.08005451059728022,0.010598781555220899,-1.753489195777416,-1.2971758445116148
2020-10-19,14525,9923.0,172790.0,1119.51,269.6,380.53,-1.0776161106364508,-0.05890200487959149,1.9813125906609024,0.23223537907325656,-1.19016935742622,-1.3025060313214862
2020-10-14,366377,13958.0,14061.0,1032.5,266.78,390.0,3.217384567999909,0.14688761656812957,-0.4129062749755588,-0.18275494479255514,-1.2466013980709942,-1.1696721652965494
2020-10-13,295464,11557.0,67166.0,1008.95,284.38,388.96,2.3517610014885912,0.024433866606301004,0.388113027480982,-0.29507562203700805,-0.8944014280894295,-1.1842600449867222
2020-10-07,36335,4279.0,338242.0,1179.82,288.49,380.81,-0.8113849543518227,-0.3467524691797,4.476939097205288,0.5198812408402613,-0.8121547305539616,-1.2985785252510549
2020-09-30,49280,8815.0,11607.0,1157.24,283.4,406.07,-0.6533674248651417,-0.11541127391653695,-0.4499216476942925,0.4121869354398476,-0.914012562781585,-0.944261370468595
2020-09-28,15956,9877.0,5138.0,1126.51,290.64,441.1,-1.0601481241787112,-0.06124805756524085,-0.5474980316052493,0.26562156763848677,-0.769130302402805,-0.45290230744287924
2020-09-18,139410,4392.0,139218.0,1086.36,309.68,414.2,0.4468349646778911,-0.34098933975625695,1.4749229847467513,0.0741279289393444,-0.38811397124093033,-0.8302234263521502
2020-09-08,54638,2475.0,11447.0,1104.14,337.81,479.07,-0.5879631820694957,-0.43875853537342707,-0.45233503792860275,0.15892884789503015,0.17480563987164954,0.07969556932236199
2020-08-26,23845,6180.0,6944.0,1068.58,353.28,542.26,-0.9638483721415982,-0.24979929188797315,-0.5202568893354722,-0.01067299001634025,0.4843814089406718,0.9660495285742876
2020-08-21,55768,7993.0,31850.0,1010.34,288.23,479.74,-0.5741694541189395,-0.15733421538618422,-0.14458253198715088,-0.28844607887905527,-0.8173576846559618,0.08909353027660798
