slug_id,slug_name,report_title,published_date,markets,market_types,offices,sectionNames
3357,AMS_3357,Mailbox Milk Prices,06/28/2024 05:34:00,['Non Mars Location'],['FMMOS'],['Dairy FMMOS'],"['Summary', 'Mailbox Milk Prices']"
3358,AMS_3358,Estimated Fluid Milk Sales,06/14/2024 05:55:00,['Non Mars Location'],['FMMOS'],['Dairy FMMOS'],"['Summary', 'Estimated Total U.S. Sales of Fluid Milk Conventional Products', 'Package Sales of Organic Fluid Milk Products in Federal Milk Orders by Region', 'Estimated Total U.S. Sales of Fluid Milk Organic Products', 'Total Package Sales of Fluid Milk Products', 'Estimated Total U.S. Sales - Conventional, Organic and Total', 'Estimated U.S. Sales of Conventional Fluid Milk Products by Month', 'Estimated U.S. Sales of Organic Fluid Milk Products by Month', 'Total Package Sales of Fluid Milk Products by Month']"
3359,AMS_3359,Regulated Pool Plant Lists,06/28/2024 06:40:00,['Non Mars Location'],['FMMOS'],['Dairy FMMOS'],"['Summary', 'Distributing Plants by Month', 'Supply Plants by Month']"
3452,AMS_3452,Daily Direct Prior Day Sow and Boar Report  (PDF) (LM_HG234),07/01/2024 07:39:22,['LMR'],['Direct Livestock - LMR Swine'],"['Des Moines, IA']","['Summary', 'Current Volume by Purchase Type', 'Total Volume for live and carcass basis', 'National Volume and Price Data', 'Iowa/Minnesota Volume and Price Data', 'Western Cornbelt Volume and Price Data', 'Eastern Cornbelt Volume and Price Data', 'State of Origin']"
3458,AMS_3458,Daily Direct Prior Day Hog Report (PDF) (LM_HG218),07/01/2024 07:48:24,['LMR'],['Direct Livestock - LMR Swine'],"['Des Moines, IA']","['Summary', 'Volume by Purchase Type', 'Barrows & Gilts (carcass basis)', 'National Volume and Price Data', 'Iowa/Minnesota Volume and Price Data', 'Western Cornbelt Volume and Price Data', 'Eastern Cornbelt Volume and Price Data', 'Matrix, 215 lb Carcass Basis', 'Carcass Weight Differentials', '5-Day Rolling Average Market Hog based on Slaughter Data Submitted', 'State of Origin']"
3461,AMS_3461,Producer Receipts,06/28/2024 08:40:00,['Non Mars Location'],['FMMOS'],['Dairy FMMOS'],"['Summary', 'Producers', 'Receipts', 'Avg Daily']"
3462,AMS_3462,Producer Milk Components,06/28/2024 07:59:00,['Non Mars Location'],['FMMOS'],['Dairy FMMOS'],"['Summary', 'Receipts', 'Butterfat', 'NFS', 'Protein', 'Other Solids', 'SomCell']"
3492,AMS_3492,Weekly Direct Slaughter Cattle Net Price Distribution (PDF),06/25/2024 13:59:12,['LMR'],['Direct Livestock - LMR Cattle'],"['St Joseph, MO']","['Summary', 'Live Summary', 'Live Distribution', 'Dressed Summary', 'Dressed Distribution']"
3494,AMS_3494,Direct Slaughter Cattle - Formulated Base Purchases - Morning,07/01/2024 11:07:05,['LMR'],['Direct Livestock - LMR Cattle'],"['St Joseph, MO']","['Summary', 'Detail']"
3495,AMS_3495,Direct Slaughter Cattle - Formulated Base Purchases - Afternoon,07/01/2024 15:19:05,['LMR'],['Direct Livestock - LMR Cattle'],"['St Joseph, MO']","['Summary', 'Detail']"
3496,AMS_3496,Direct Slaughter Cattle - Formulated Base Purchases - Summary,07/01/2024 11:06:45,['LMR'],['Direct Livestock - LMR Cattle'],"['St Joseph, MO']","['Summary', 'Detail', 'Region']"
3497,AMS_3497,TX-OK-NM Weekly Direct Slaughter Cattle - Formulated Base and Forward Contract Base Purchases,07/01/2024 11:07:28,['LMR'],['Direct Livestock - LMR Cattle'],"['St Joseph, MO']","['Summary', 'Detail']"
3498,AMS_3498,Kansas Weekly Direct Slaughter Cattle - Formulated Base and Forward Contract Base Purchases,07/01/2024 11:08:19,['LMR'],['Direct Livestock - LMR Cattle'],"['St Joseph, MO']","['Summary', 'Detail']"
3499,AMS_3499,Nebraska Weekly Direct Slaughter Cattle - Formulated Base and Forward Contract Base Purchases,07/01/2024 11:08:40,['LMR'],['Direct Livestock - LMR Cattle'],"['St Joseph, MO']","['Summary', 'Detail']"
3500,AMS_3500,Colorado Weekly Direct Slaughter Cattle - Formulated Base and Forward Contract Base Purchases,07/01/2024 11:09:01,['LMR'],['Direct Livestock - LMR Cattle'],"['St Joseph, MO']","['Summary', 'Detail']"
3501,AMS_3501,IA-MN Weekly Direct Slaughter Cattle - Formulated Base and Forward Contract Base Purchases,07/01/2024 11:09:23,['LMR'],['Direct Livestock - LMR Cattle'],"['St Joseph, MO']","['Summary', 'Detail']"
3502,AMS_3502,National Weekly Direct Slaughter Cattle - Formulated Base and Forward Contract Base Purchases,07/01/2024 11:09:41,['LMR'],['Direct Livestock - LMR Cattle'],"['St Joseph, MO']","['Summary', 'Detail', 'Regional']"
3503,AMS_3503,TX-OK-NM Monthly Direct Slaughter Cattle - Formulated Base and Forward Contract Base Purchases,06/07/2024 13:57:09,['LMR'],['Direct Livestock - LMR Cattle'],"['St Joseph, MO']","['Summary', 'Detail']"
3504,AMS_3504,Kansas Monthly Direct Slaughter Cattle - Formulated Base and Forward Contract Base Purchases,06/07/2024 13:57:40,['LMR'],['Direct Livestock - LMR Cattle'],"['St Joseph, MO']","['Summary', 'Detail']"
3505,AMS_3505,Nebraska Monthly Direct Slaughter Cattle - Formulated Base and Forward Contract Base Purchases,06/07/2024 13:58:06,['LMR'],['Direct Livestock - LMR Cattle'],"['St Joseph, MO']","['Summary', 'Detail']"
3506,AMS_3506,Colorado Monthly Direct Slaughter Cattle - Formulated Base and Forward Contract Base Purchases,06/07/2024 13:58:34,['LMR'],['Direct Livestock - LMR Cattle'],"['St Joseph, MO']","['Summary', 'Detail']"
3507,AMS_3507,IA-MN Monthly Direct Slaughter Cattle - Formulated Base and Forward Contract Base Purchases,06/07/2024 13:59:09,['LMR'],['Direct Livestock - LMR Cattle'],"['St Joseph, MO']","['Summary', 'Detail']"
