total_pounds,weighted_average,report_date,item_description
"2,880",343.63,2019-01-02,butt_bnls
"127,413","1,047.40",2019-01-02,tndrloin
,,2019-01-02,butt_CC
"119,540","1,039.44",2019-01-03,tndrloin
"228,930",453.35,2019-01-03,butt_CC
,,2019-01-03,butt_bnls
"116,040","1,038.26",2019-01-04,tndrloin
,,2019-01-04,butt_CC
"9,253",335.00,2019-01-04,butt_bnls
"43,302","1,032.40",2019-01-07,tndrloin
,,2019-01-07,butt_CC
,,2019-01-07,butt_bnls
"39,482",332.50,2019-01-08,butt_bnls
"28,419","1,024.58",2019-01-08,tndrloin
"180,059",454.24,2019-01-08,butt_CC
"263,617","1,032.56",2019-01-09,tndrloin
"14,839",484.10,2019-01-09,butt_CC
"10,095",327.17,2019-01-09,butt_bnls
"151,648","1,032.71",2019-01-10,tndrloin
"21,755",490.03,2019-01-10,butt_CC
"2,746",330.00,2019-01-10,butt_bnls
"5,059",343.15,2019-01-11,butt_bnls
"11,628",434.80,2019-01-11,butt_CC
"82,296","1,030.06",2019-01-11,tndrloin
"1,051",330.14,2019-01-14,butt_bnls
"34,149","1,057.26",2019-01-14,tndrloin
"88,977",464.75,2019-01-14,butt_CC
"12,996",330.61,2019-01-15,butt_bnls
"131,157","1,042.33",2019-01-15,tndrloin
"63,432",461.69,2019-01-15,butt_CC
"122,055","1,032.13",2019-01-16,tndrloin
,,2019-01-16,butt_CC
"4,680",330.29,2019-01-16,butt_bnls
"74,376","1,032.20",2019-01-17,tndrloin
"6,591",509.02,2019-01-17,butt_CC
"5,060",335.00,2019-01-17,butt_bnls
,,2019-01-18,butt_bnls
,,2019-01-18,butt_CC
"18,253","1,053.57",2019-01-18,tndrloin
"26,078","1,052.67",2019-01-21,tndrloin
,,2019-01-21,butt_CC
"3,751",343.77,2019-01-21,butt_bnls
"21,324","1,096.17",2019-01-22,tndrloin
,,2019-01-22,butt_CC
"39,329",360.91,2019-01-22,butt_bnls
"6,763",348.41,2019-01-23,butt_bnls
"24,753",467.81,2019-01-23,butt_CC
"92,658","1,066.53",2019-01-23,tndrloin
"174,641",338.54,2019-01-24,butt_bnls
"84,245","1,056.39",2019-01-24,tndrloin
,,2019-01-24,butt_CC
"16,766","1,088.30",2019-01-25,tndrloin
"6,593",513.88,2019-01-25,butt_CC
"4,697",360.85,2019-01-25,butt_bnls
"140,595","1,039.61",2019-01-28,tndrloin
"90,740",468.55,2019-01-28,butt_CC
,,2019-01-28,butt_bnls
,,2019-01-29,butt_CC
,,2019-01-29,butt_bnls
"209,036","1,031.66",2019-01-29,tndrloin
"40,205","1,103.04",2019-01-30,tndrloin
"2,349",494.55,2019-01-30,butt_CC
"2,244",349.31,2019-01-30,butt_bnls
"3,535",339.68,2019-01-31,butt_bnls
"121,546","1,009.78",2019-01-31,tndrloin
,,2019-01-31,butt_CC
,,2019-02-01,butt_bnls
"56,091","1,043.69",2019-02-01,tndrloin
,,2019-02-01,butt_CC
,,2019-02-04,butt_CC
"11,392","1,061.99",2019-02-04,tndrloin
,,2019-02-04,butt_bnls
"362,312",992.63,2019-02-05,tndrloin
,,2019-02-05,butt_CC
,,2019-02-05,butt_bnls
"204,029","1,005.38",2019-02-06,tndrloin
"24,778",474.51,2019-02-06,butt_CC
"20,149",343.60,2019-02-06,butt_bnls
,,2019-02-07,butt_bnls
"122,458","1,014.28",2019-02-07,tndrloin
"17,074",523.13,2019-02-07,butt_CC
,,2019-02-08,butt_CC
"12,273",347.54,2019-02-08,butt_bnls
"22,228","1,018.50",2019-02-08,tndrloin
"28,559","1,029.32",2019-02-11,tndrloin
,,2019-02-11,butt_CC
"3,749",346.01,2019-02-11,butt_bnls
"16,495","1,022.85",2019-02-12,tndrloin
"1,326",479.37,2019-02-12,butt_CC
"79,866",341.88,2019-02-12,butt_bnls
"25,798",342.92,2019-02-13,butt_bnls
,,2019-02-13,butt_CC
"468,571",986.75,2019-02-13,tndrloin
,,2019-02-14,butt_bnls
"264,741",999.17,2019-02-14,tndrloin
"13,020",505.64,2019-02-14,butt_CC
"48,362",995.81,2019-02-15,tndrloin
"83,457",476.70,2019-02-15,butt_CC
"2,878",358.66,2019-02-15,butt_bnls
"52,671",996.13,2019-02-18,tndrloin
,,2019-02-18,butt_CC
,,2019-02-18,butt_bnls
,,2019-02-19,butt_bnls
"101,297",473.53,2019-02-19,butt_CC
"231,462",993.01,2019-02-19,tndrloin
"78,434","1,021.20",2019-02-20,tndrloin
,,2019-02-20,butt_CC
"5,184",354.81,2019-02-20,butt_bnls
"37,860","1,020.75",2019-02-21,tndrloin
"31,642",493.31,2019-02-21,butt_CC
,,2019-02-21,butt_bnls
,,2019-02-22,butt_bnls
"13,099",519.13,2019-02-22,butt_CC
"35,178","1,023.65",2019-02-22,tndrloin
"10,993","1,023.53",2019-02-25,tndrloin
"26,160",494.58,2019-02-25,butt_CC
,,2019-02-25,butt_bnls
"200,448",994.18,2019-02-26,tndrloin
"232,129",474.56,2019-02-26,butt_CC
"16,282",331.44,2019-02-26,butt_bnls
"119,507","1,012.01",2019-02-27,tndrloin
"10,591",525.38,2019-02-27,butt_CC
"3,359",360.06,2019-02-27,butt_bnls
,,2019-02-28,butt_bnls
"51,845","1,003.22",2019-02-28,tndrloin
,,2019-02-28,butt_CC
"64,322","1,012.78",2019-03-01,tndrloin
,,2019-03-01,butt_CC
,,2019-03-01,butt_bnls
"27,611","1,011.36",2019-03-04,tndrloin
"4,077",486.58,2019-03-04,butt_CC
"4,620",354.02,2019-03-04,butt_bnls
"59,369","1,034.24",2019-03-05,tndrloin
,,2019-03-05,butt_CC
,,2019-03-05,butt_bnls
"5,999",353.64,2019-03-06,butt_bnls
"183,674","1,036.32",2019-03-06,tndrloin
"2,959",536.36,2019-03-06,butt_CC
"38,469","1,029.84",2019-03-07,tndrloin
"68,727",485.98,2019-03-07,butt_CC
,,2019-03-07,butt_bnls
"44,811","1,034.75",2019-03-08,tndrloin
"5,270",494.31,2019-03-08,butt_CC
,,2019-03-08,butt_bnls
"23,793","1,029.27",2019-03-11,tndrloin
"61,854",489.65,2019-03-11,butt_CC
,,2019-03-11,butt_bnls
,,2019-03-12,butt_bnls
"120,484","1,009.29",2019-03-12,tndrloin
"66,077",486.74,2019-03-12,butt_CC
"220,155","1,010.51",2019-03-13,tndrloin
"215,246",473.18,2019-03-13,butt_CC
"6,230",350.56,2019-03-13,butt_bnls
"128,491","1,008.11",2019-03-14,tndrloin
,,2019-03-14,butt_CC
,,2019-03-14,butt_bnls
"7,136",346.89,2019-03-15,butt_bnls
,,2019-03-15,butt_CC
"32,198","1,018.39",2019-03-15,tndrloin
"16,937",349.72,2019-03-18,butt_bnls
"37,149","1,005.79",2019-03-18,tndrloin
"49,920",497.07,2019-03-18,butt_CC
,,2019-03-19,butt_bnls
"50,186",987.70,2019-03-19,tndrloin
"15,575",476.41,2019-03-19,butt_CC
"242,720",980.15,2019-03-20,tndrloin
"91,002",480.19,2019-03-20,butt_CC
"2,862",362.29,2019-03-20,butt_bnls
"152,299",980.91,2019-03-21,tndrloin
"63,124",471.97,2019-03-21,butt_CC
"3,827",349.18,2019-03-21,butt_bnls
,,2019-03-22,butt_bnls
"10,941",528.14,2019-03-22,butt_CC
"95,327",977.48,2019-03-22,tndrloin
"5,797",479.85,2019-03-25,butt_CC
,,2019-03-25,butt_bnls
"45,987",988.28,2019-03-25,tndrloin
"27,428",986.62,2019-03-26,tndrloin
"149,432",472.69,2019-03-26,butt_CC
,,2019-03-26,butt_bnls
"155,028",988.20,2019-03-27,tndrloin
"32,681",499.20,2019-03-27,butt_CC
"15,495",326.67,2019-03-27,butt_bnls
,,2019-03-28,butt_bnls
"65,481",972.13,2019-03-28,tndrloin
,,2019-03-28,butt_CC
"93,366",968.82,2019-03-29,tndrloin
,,2019-03-29,butt_CC
,,2019-03-29,butt_bnls
"27,581","1,016.59",2019-04-01,tndrloin
"26,924",479.41,2019-04-01,butt_CC
,,2019-04-01,butt_bnls
"45,973",972.03,2019-04-02,tndrloin
"124,581",468.03,2019-04-02,butt_CC
"1,300",365.27,2019-04-02,butt_bnls
"4,979",346.23,2019-04-03,butt_bnls
"1,260",521.07,2019-04-03,butt_CC
"134,424",993.48,2019-04-03,tndrloin
"94,801",973.01,2019-04-04,tndrloin
,,2019-04-04,butt_CC
"2,469",345.00,2019-04-04,butt_bnls
"196,230",962.32,2019-04-05,tndrloin
,,2019-04-05,butt_CC
,,2019-04-05,butt_bnls
"65,358",982.96,2019-04-08,tndrloin
,,2019-04-08,butt_CC
,,2019-04-08,butt_bnls
,,2019-04-09,butt_bnls
"32,332",969.17,2019-04-09,tndrloin
"185,400",460.43,2019-04-09,butt_CC
"160,396",965.44,2019-04-10,tndrloin
"45,061",479.90,2019-04-10,butt_CC
"2,283",359.25,2019-04-10,butt_bnls
"129,343",961.61,2019-04-11,tndrloin
,,2019-04-11,butt_CC
,,2019-04-11,butt_bnls
"69,675",967.14,2019-04-12,tndrloin
"116,498",470.78,2019-04-12,butt_CC
"6,913",356.80,2019-04-12,butt_bnls
"4,903",348.10,2019-04-15,butt_bnls
"18,302",985.89,2019-04-15,tndrloin
,,2019-04-15,butt_CC
"30,626",972.28,2019-04-16,tndrloin
"75,933",460.24,2019-04-16,butt_CC
"7,755",355.33,2019-04-16,butt_bnls
"123,723",970.90,2019-04-17,tndrloin
"1,394",498.20,2019-04-17,butt_CC
"12,739",345.48,2019-04-17,butt_bnls
"81,435",973.59,2019-04-18,tndrloin
"13,028",502.36,2019-04-18,butt_CC
,,2019-04-18,butt_bnls
"4,994",355.90,2019-04-19,butt_bnls
"80,812",971.53,2019-04-19,tndrloin
,,2019-04-19,butt_CC
"81,607",976.93,2019-04-22,tndrloin
,,2019-04-22,butt_CC
"5,518",345.00,2019-04-22,butt_bnls
"20,591",985.15,2019-04-23,tndrloin
"1,435",540.67,2019-04-23,butt_CC
"3,732",359.29,2019-04-23,butt_bnls
"192,750",968.30,2019-04-24,tndrloin
"21,565",481.22,2019-04-24,butt_CC
"2,543",354.69,2019-04-24,butt_bnls
,,2019-04-25,butt_bnls
"68,299",973.02,2019-04-25,tndrloin
,,2019-04-25,butt_CC
"21,542",981.91,2019-04-26,tndrloin
"202,692",462.96,2019-04-26,butt_CC
"4,426",352.61,2019-04-26,butt_bnls
"23,290",978.72,2019-04-29,tndrloin
"7,529",460.25,2019-04-29,butt_CC
"8,941",345.00,2019-04-29,butt_bnls
,,2019-04-30,butt_bnls
"121,676",960.62,2019-04-30,tndrloin
,,2019-04-30,butt_CC
"4,886",349.83,2019-05-01,butt_bnls
"107,325",975.70,2019-05-01,tndrloin
"343,795",457.61,2019-05-01,butt_CC
"3,094",338.99,2019-05-02,butt_bnls
"48,719",986.23,2019-05-02,tndrloin
"130,962",453.90,2019-05-02,butt_CC
"74,850",972.25,2019-05-03,tndrloin
,,2019-05-03,butt_CC
"3,277",335.00,2019-05-03,butt_bnls
"33,926",967.19,2019-05-06,tndrloin
"4,500",466.35,2019-05-06,butt_CC
,,2019-05-06,butt_bnls
,,2019-05-07,butt_bnls
"25,389",458.40,2019-05-07,butt_CC
"64,128",971.19,2019-05-07,tndrloin
"123,914",963.43,2019-05-08,tndrloin
"6,688",470.06,2019-05-08,butt_CC
"3,040",353.24,2019-05-08,butt_bnls
"152,516",964.75,2019-05-09,tndrloin
"20,815",487.21,2019-05-09,butt_CC
"6,365",325.00,2019-05-09,butt_bnls
,,2019-05-10,butt_bnls
,,2019-05-10,butt_CC
"64,418",972.30,2019-05-10,tndrloin
,,2019-05-13,butt_bnls
"47,129",977.78,2019-05-13,tndrloin
,,2019-05-13,butt_CC
"165,377",964.95,2019-05-14,tndrloin
"9,350",466.78,2019-05-14,butt_CC
"2,888",332.52,2019-05-14,butt_bnls
"78,988",965.61,2019-05-15,tndrloin
"1,137",475.14,2019-05-15,butt_CC
"29,096",325.42,2019-05-15,butt_bnls
,,2019-05-16,butt_CC
"8,298",322.76,2019-05-16,butt_bnls
"83,183",964.67,2019-05-16,tndrloin
"81,356",963.19,2019-05-17,tndrloin
,,2019-05-17,butt_CC
"2,274",323.87,2019-05-17,butt_bnls
"16,333",313.74,2019-05-20,butt_bnls
"58,686",968.82,2019-05-20,tndrloin
"285,564",430.97,2019-05-20,butt_CC
,,2019-05-21,butt_bnls
"270,328",957.33,2019-05-21,tndrloin
"8,697",454.53,2019-05-21,butt_CC
"140,235",963.26,2019-05-22,tndrloin
"6,989",498.16,2019-05-22,butt_CC
,,2019-05-22,butt_bnls
"78,975",963.70,2019-05-23,tndrloin
,,2019-05-23,butt_CC
"3,307",309.39,2019-05-23,butt_bnls
"44,452",965.60,2019-05-24,tndrloin
"51,323",427.45,2019-05-24,butt_CC
,,2019-05-24,butt_bnls
"3,453",307.11,2019-05-28,butt_bnls
,,2019-05-28,butt_CC
"41,017",963.92,2019-05-28,tndrloin
"154,764",966.35,2019-05-29,tndrloin
"39,304",412.63,2019-05-29,butt_CC
"42,238",317.09,2019-05-29,butt_bnls
"67,945",968.87,2019-05-30,tndrloin
"43,708",453.83,2019-05-30,butt_CC
"3,667",312.42,2019-05-30,butt_bnls
"62,189",971.25,2019-05-31,tndrloin
"1,745",451.38,2019-05-31,butt_CC
"2,395",299.45,2019-05-31,butt_bnls
,,2019-06-03,butt_bnls
"20,767",971.94,2019-06-03,tndrloin
,,2019-06-03,butt_CC
"44,344",997.83,2019-06-04,tndrloin
,,2019-06-04,butt_CC
"2,889",317.73,2019-06-04,butt_bnls
"182,098",962.87,2019-06-05,tndrloin
"425,779",395.99,2019-06-05,butt_CC
"3,263",323.53,2019-06-05,butt_bnls
"31,362",966.97,2019-06-06,tndrloin
,,2019-06-06,butt_CC
,,2019-06-06,butt_bnls
,,2019-06-07,butt_bnls
"77,709",962.19,2019-06-07,tndrloin
,,2019-06-07,butt_CC
"12,742",974.74,2019-06-10,tndrloin
"1,133",431.07,2019-06-10,butt_CC
"5,173",307.16,2019-06-10,butt_bnls
"122,597",956.15,2019-06-11,tndrloin
,,2019-06-11,butt_CC
"1,268",305.66,2019-06-11,butt_bnls
"3,096",317.80,2019-06-12,butt_bnls
"115,521",964.31,2019-06-12,tndrloin
"4,939",414.15,2019-06-12,butt_CC
,,2019-06-13,butt_bnls
"94,195",950.35,2019-06-13,tndrloin
,,2019-06-13,butt_CC
"4,202",305.00,2019-06-14,butt_bnls
"172,967",954.51,2019-06-14,tndrloin
"1,770",404.74,2019-06-14,butt_CC
"40,823",954.27,2019-06-17,tndrloin
"20,662",486.93,2019-06-17,butt_CC
,,2019-06-17,butt_bnls
"187,258",965.66,2019-06-18,tndrloin
"15,568",483.56,2019-06-18,butt_CC
,,2019-06-18,butt_bnls
"2,000",457.18,2019-06-19,butt_CC
"4,699",309.95,2019-06-19,butt_bnls
"68,371",969.95,2019-06-19,tndrloin
"73,161",973.73,2019-06-20,tndrloin
"149,984",387.56,2019-06-20,butt_CC
,,2019-06-20,butt_bnls
"2,396",305.10,2019-06-21,butt_bnls
"13,499","1,007.38",2019-06-21,tndrloin
,,2019-06-21,butt_CC
"6,923",306.08,2019-06-24,butt_bnls
"63,943",990.18,2019-06-24,tndrloin
"361,374",384.43,2019-06-24,butt_CC
"150,090",967.33,2019-06-25,tndrloin
"25,454",381.86,2019-06-25,butt_CC
,,2019-06-25,butt_bnls
"54,222",980.68,2019-06-26,tndrloin
"24,300",392.09,2019-06-26,butt_CC
"5,630",311.69,2019-06-26,butt_bnls
"18,326",972.47,2019-06-27,tndrloin
"13,626",443.62,2019-06-27,butt_CC
,,2019-06-27,butt_bnls
"5,409",309.61,2019-06-28,butt_bnls
"41,717",970.85,2019-06-28,tndrloin
"32,711",386.15,2019-06-28,butt_CC
"49,199",973.63,2019-07-01,tndrloin
"136,686",386.45,2019-07-01,butt_CC
,,2019-07-01,butt_bnls
"266,448",961.73,2019-07-02,tndrloin
,,2019-07-02,butt_CC
"5,395",311.38,2019-07-02,butt_bnls
,,2019-07-03,butt_bnls
"24,932",420.11,2019-07-03,butt_CC
"77,403",944.70,2019-07-03,tndrloin
,,2019-07-05,butt_bnls
"59,905",970.83,2019-07-05,tndrloin
,,2019-07-05,butt_CC
"2,760",311.58,2019-07-08,butt_bnls
"12,038",985.08,2019-07-08,tndrloin
,,2019-07-08,butt_CC
"70,900",955.59,2019-07-09,tndrloin
,,2019-07-09,butt_CC
"3,798",301.82,2019-07-09,butt_bnls
"200,008",946.03,2019-07-10,tndrloin
"15,658",404.35,2019-07-10,butt_CC
"4,267",311.99,2019-07-10,butt_bnls
,,2019-07-11,butt_bnls
"14,186",442.81,2019-07-11,butt_CC
"144,734",945.06,2019-07-11,tndrloin
"54,657",945.33,2019-07-12,tndrloin
,,2019-07-12,butt_CC
,,2019-07-12,butt_bnls
"7,464",977.77,2019-07-15,tndrloin
"242,025",384.25,2019-07-15,butt_CC
"4,149",304.74,2019-07-15,butt_bnls
,,2019-07-16,butt_bnls
"40,546",376.43,2019-07-16,butt_CC
"55,478",940.21,2019-07-16,tndrloin
"4,788",308.14,2019-07-17,butt_bnls
"139,437",946.36,2019-07-17,tndrloin
"8,219",429.34,2019-07-17,butt_CC
"221,395",932.76,2019-07-18,tndrloin
"155,623",376.59,2019-07-18,butt_CC
,,2019-07-18,butt_bnls
"29,137",959.53,2019-07-19,tndrloin
,,2019-07-19,butt_CC
,,2019-07-19,butt_bnls
"7,848",415.16,2019-07-22,butt_CC
,,2019-07-22,butt_bnls
"126,576",917.91,2019-07-22,tndrloin
"220,500",909.07,2019-07-23,tndrloin
,,2019-07-23,butt_CC
,,2019-07-23,butt_bnls
"6,209",303.88,2019-07-24,butt_bnls
"226,390",924.40,2019-07-24,tndrloin
"5,328",440.63,2019-07-24,butt_CC
,,2019-07-25,butt_bnls
"156,201",930.79,2019-07-25,tndrloin
"34,021",421.02,2019-07-25,butt_CC
"21,403",432.61,2019-07-26,butt_CC
"28,059",930.07,2019-07-26,tndrloin
"3,508",300.48,2019-07-26,butt_bnls
"91,082",925.49,2019-07-29,tndrloin
"10,329",401.47,2019-07-29,butt_CC
,,2019-07-29,butt_bnls
"26,967",946.96,2019-07-30,tndrloin
,,2019-07-30,butt_CC
"23,272",292.94,2019-07-30,butt_bnls
"2,150",302.72,2019-07-31,butt_bnls
"126,419",944.87,2019-07-31,tndrloin
"48,866",389.09,2019-07-31,butt_CC
"27,347",406.96,2019-08-01,butt_CC
"17,238",289.83,2019-08-01,butt_bnls
"126,651",947.62,2019-08-01,tndrloin
"18,010",938.03,2019-08-02,tndrloin
,,2019-08-02,butt_CC
"9,060",300.93,2019-08-02,butt_bnls
"72,990",955.38,2019-08-05,tndrloin
"2,567",394.81,2019-08-05,butt_CC
"11,693",285.87,2019-08-05,butt_bnls
"1,947",302.20,2019-08-06,butt_bnls
"19,326",413.72,2019-08-06,butt_CC
"15,388",962.00,2019-08-06,tndrloin
"8,785",293.94,2019-08-07,butt_bnls
"159,108",950.99,2019-08-07,tndrloin
,,2019-08-07,butt_CC
"74,605",966.18,2019-08-08,tndrloin
"15,482",438.40,2019-08-08,butt_CC
,,2019-08-08,butt_bnls
"112,746",948.50,2019-08-09,tndrloin
"7,566",416.76,2019-08-09,butt_CC
,,2019-08-09,butt_bnls
,,2019-08-12,butt_bnls
"19,124",437.82,2019-08-12,butt_CC
"61,198",981.88,2019-08-12,tndrloin
"124,139",987.96,2019-08-13,tndrloin
,,2019-08-13,butt_CC
"4,510",292.45,2019-08-13,butt_bnls
"43,030","1,003.14",2019-08-14,tndrloin
"38,215",430.70,2019-08-14,butt_CC
"46,497",303.83,2019-08-14,butt_bnls
,,2019-08-15,butt_bnls
"26,990",447.07,2019-08-15,butt_CC
"13,512","1,013.56",2019-08-15,tndrloin
"42,778",984.99,2019-08-16,tndrloin
,,2019-08-16,butt_CC
"8,840",296.55,2019-08-16,butt_bnls
"30,366","1,012.52",2019-08-19,tndrloin
"14,004",461.27,2019-08-19,butt_CC
"7,995",306.25,2019-08-19,butt_bnls
"40,831","1,035.91",2019-08-20,tndrloin
,,2019-08-20,butt_CC
"2,359",301.78,2019-08-20,butt_bnls
"2,973",320.25,2019-08-21,butt_bnls
"124,566","1,000.81",2019-08-21,tndrloin
"15,212",402.45,2019-08-21,butt_CC
"14,374","1,002.10",2019-08-22,tndrloin
"39,970",424.50,2019-08-22,butt_CC
"7,748",314.34,2019-08-22,butt_bnls
"57,061","1,001.50",2019-08-23,tndrloin
"25,809",413.17,2019-08-23,butt_CC
,,2019-08-23,butt_bnls
"8,589","1,011.59",2019-08-26,tndrloin
"4,310",423.78,2019-08-26,butt_CC
,,2019-08-26,butt_bnls
"1,796",303.44,2019-08-27,butt_bnls
"98,442",982.17,2019-08-27,tndrloin
"5,744",419.61,2019-08-27,butt_CC
"52,328","1,018.62",2019-08-28,tndrloin
"18,548",411.63,2019-08-28,butt_CC
"5,961",306.92,2019-08-28,butt_bnls
"33,939","1,025.28",2019-08-29,tndrloin
"26,380",441.86,2019-08-29,butt_CC
"21,844",289.82,2019-08-29,butt_bnls
"19,574","1,006.44",2019-08-30,tndrloin
,,2019-08-30,butt_CC
,,2019-08-30,butt_bnls
"1,618",294.00,2019-09-03,butt_bnls
"22,240","1,053.36",2019-09-03,tndrloin
,,2019-09-03,butt_CC
"81,622",997.79,2019-09-04,tndrloin
"2,573",424.72,2019-09-04,butt_CC
"3,065",305.66,2019-09-04,butt_bnls
"49,942","1,010.12",2019-09-05,tndrloin
"21,260",439.58,2019-09-05,butt_CC
,,2019-09-05,butt_bnls
"3,197",290.00,2019-09-06,butt_bnls
"7,962",414.65,2019-09-06,butt_CC
"36,758","1,008.51",2019-09-06,tndrloin
,,2019-09-09,butt_bnls
"14,011",997.55,2019-09-09,tndrloin
,,2019-09-09,butt_CC
,,2019-09-10,butt_bnls
"24,293","1,012.67",2019-09-10,tndrloin
"84,557",401.66,2019-09-10,butt_CC
,,2019-09-11,butt_bnls
"113,793",962.82,2019-09-11,tndrloin
"14,420",401.11,2019-09-11,butt_CC
"97,835",971.56,2019-09-12,tndrloin
"19,903",437.27,2019-09-12,butt_CC
"2,014",286.02,2019-09-12,butt_bnls
"64,271",978.60,2019-09-13,tndrloin
"34,140",394.43,2019-09-13,butt_CC
,,2019-09-13,butt_bnls
,,2019-09-16,butt_CC
,,2019-09-16,butt_bnls
"57,300","1,015.89",2019-09-16,tndrloin
"120,113","1,004.38",2019-09-17,tndrloin
,,2019-09-17,butt_CC
"7,812",279.56,2019-09-17,butt_bnls
"2,003",299.74,2019-09-18,butt_bnls
"53,277",982.67,2019-09-18,tndrloin
"36,971",417.10,2019-09-18,butt_CC
,,2019-09-19,butt_bnls
"42,657","1,006.41",2019-09-19,tndrloin
"3,499",404.96,2019-09-19,butt_CC
"80,340","1,024.26",2019-09-20,tndrloin
,,2019-09-20,butt_CC
,,2019-09-20,butt_bnls
"47,556","1,011.13",2019-09-23,tndrloin
"2,465",410.15,2019-09-23,butt_CC
"4,588",290.90,2019-09-23,butt_bnls
"19,804","1,027.86",2019-09-24,tndrloin
,,2019-09-24,butt_CC
,,2019-09-24,butt_bnls
"1,237",292.22,2019-09-25,butt_bnls
"61,370","1,018.87",2019-09-25,tndrloin
"8,255",462.38,2019-09-25,butt_CC
"124,104",996.80,2019-09-26,tndrloin
"161,952",391.42,2019-09-26,butt_CC
,,2019-09-26,butt_bnls
"31,187","1,014.03",2019-09-27,tndrloin
,,2019-09-27,butt_CC
,,2019-09-27,butt_bnls
,,2019-09-30,butt_bnls
"19,888",406.60,2019-09-30,butt_CC
"21,615","1,021.18",2019-09-30,tndrloin
,,2019-10-01,butt_bnls
"168,869","1,015.23",2019-10-01,tndrloin
,,2019-10-01,butt_CC
"5,406",277.00,2019-10-02,butt_bnls
"139,173","1,007.01",2019-10-02,tndrloin
"3,283",449.32,2019-10-02,butt_CC
"53,054","1,014.04",2019-10-03,tndrloin
"37,825",415.94,2019-10-03,butt_CC
,,2019-10-03,butt_bnls
"55,162","1,036.71",2019-10-04,tndrloin
,,2019-10-04,butt_CC
,,2019-10-04,butt_bnls
,,2019-10-07,butt_bnls
"1,672",422.73,2019-10-07,butt_CC
"20,669","1,008.33",2019-10-07,tndrloin
"25,948","1,070.21",2019-10-08,tndrloin
"11,922",434.64,2019-10-08,butt_CC
"3,643",285.52,2019-10-08,butt_bnls
"25,737","1,127.91",2019-10-09,tndrloin
"6,777",413.18,2019-10-09,butt_CC
"1,563",293.17,2019-10-09,butt_bnls
"4,620",284.06,2019-10-10,butt_bnls
,,2019-10-10,butt_CC
"76,364","1,103.29",2019-10-10,tndrloin
,,2019-10-11,butt_bnls
"28,328","1,088.18",2019-10-11,tndrloin
,,2019-10-11,butt_CC
"87,267","1,105.58",2019-10-14,tndrloin
,,2019-10-14,butt_CC
,,2019-10-14,butt_bnls
"21,401","1,122.60",2019-10-15,tndrloin
"4,033",432.58,2019-10-15,butt_CC
,,2019-10-15,butt_bnls
"12,923",421.22,2019-10-16,butt_CC
"2,004",293.45,2019-10-16,butt_bnls
"75,738","1,137.85",2019-10-16,tndrloin
"83,558","1,133.08",2019-10-17,tndrloin
,,2019-10-17,butt_CC
,,2019-10-17,butt_bnls
,,2019-10-18,butt_bnls
"95,049","1,133.81",2019-10-18,tndrloin
,,2019-10-18,butt_CC
,,2019-10-21,butt_bnls
"113,261","1,166.76",2019-10-21,tndrloin
,,2019-10-21,butt_CC
"3,858",442.72,2019-10-22,butt_CC
"77,284","1,184.55",2019-10-22,tndrloin
,,2019-10-22,butt_bnls
"64,172","1,254.76",2019-10-23,tndrloin
"10,203",455.12,2019-10-23,butt_CC
"4,325",311.60,2019-10-23,butt_bnls
"149,208","1,232.27",2019-10-24,tndrloin
"17,126",448.24,2019-10-24,butt_CC
"5,734",310.87,2019-10-24,butt_bnls
,,2019-10-25,butt_bnls
"20,897","1,309.87",2019-10-25,tndrloin
"4,606",480.98,2019-10-25,butt_CC
"23,305",460.50,2019-10-28,butt_CC
,,2019-10-28,butt_bnls
"6,397","1,331.45",2019-10-28,tndrloin
"22,765","1,320.59",2019-10-29,tndrloin
"14,010",474.47,2019-10-29,butt_CC
"4,270",328.24,2019-10-29,butt_bnls
"9,959","1,376.51",2019-10-30,tndrloin
,,2019-10-30,butt_CC
,,2019-10-30,butt_bnls
"5,079",347.14,2019-10-31,butt_bnls
,,2019-10-31,butt_CC
"136,620","1,330.20",2019-10-31,tndrloin
,,2019-11-01,butt_bnls
"39,375","1,385.71",2019-11-01,tndrloin
"3,163",484.83,2019-11-01,butt_CC
"101,681","1,385.22",2019-11-04,tndrloin
,,2019-11-04,butt_CC
,,2019-11-04,butt_bnls
"38,340","1,381.57",2019-11-05,tndrloin
"3,728",488.74,2019-11-05,butt_CC
,,2019-11-05,butt_bnls
"1,773",341.38,2019-11-06,butt_bnls
"4,813",499.63,2019-11-06,butt_CC
"23,094","1,423.95",2019-11-06,tndrloin
"75,700","1,423.43",2019-11-07,tndrloin
"207,400",476.19,2019-11-07,butt_CC
,,2019-11-07,butt_bnls
"24,573","1,415.09",2019-11-08,tndrloin
,,2019-11-08,butt_CC
,,2019-11-08,butt_bnls
,,2019-11-11,butt_bnls
"80,238",465.18,2019-11-11,butt_CC
"8,471","1,443.38",2019-11-11,tndrloin
"8,913","1,470.27",2019-11-12,tndrloin
"46,023",465.59,2019-11-12,butt_CC
,,2019-11-12,butt_bnls
"35,703","1,429.67",2019-11-13,tndrloin
"19,863",498.82,2019-11-13,butt_CC
"1,951",341.01,2019-11-13,butt_bnls
"150,905","1,429.75",2019-11-14,tndrloin
"452,258",451.83,2019-11-14,butt_CC
"5,931",345.58,2019-11-14,butt_bnls
,,2019-11-15,butt_bnls
"48,808","1,416.06",2019-11-15,tndrloin
"167,297",453.16,2019-11-15,butt_CC
