report_date,total_pounds
2019-05-01,4886
2019-04-30,
2019-04-29,8941
2019-04-26,4426
2019-04-25,
2019-04-24,2543
2019-04-23,3732
2019-04-22,5518
2019-04-19,4994
2019-04-18,
2019-04-17,12739
2019-04-16,7755
2019-04-15,4903
2019-04-12,6913
2019-04-11,
2019-04-10,2283
2019-04-09,
2019-04-08,
2019-04-05,
2019-04-04,2469
2019-04-03,4979
2019-04-02,1300
2019-04-01,
2019-03-29,
2019-03-28,
2019-03-27,15495
2019-03-26,
2019-03-25,
2019-03-22,
2019-03-21,3827
2019-03-20,2862
2019-03-19,
2019-03-18,16937
2019-03-15,7136
2019-03-14,
2019-03-13,6230
2019-03-12,
2019-03-11,
2019-03-08,
2019-03-07,
2019-03-06,5999
2019-03-05,
2019-03-04,4620
2019-03-01,
2019-02-28,
2019-02-27,3359
2019-02-26,16282
2019-02-25,
2019-02-22,
2019-02-21,
2019-02-20,5184
2019-02-19,
2019-02-18,
2019-02-15,2878
2019-02-14,
2019-02-13,25798
2019-02-12,79866
2019-02-11,3749
2019-02-08,12273
2019-02-07,
2019-02-06,20149
2019-02-05,
2019-02-04,
2019-02-01,
2019-01-31,3535
2019-01-30,2244
2019-01-29,
2019-01-28,
2019-01-25,4697
2019-01-24,174641
2019-01-23,6763
2019-01-22,39329
2019-01-21,3751
2019-01-18,
2019-01-17,5060
2019-01-16,4680
2019-01-15,12996
2019-01-14,1051
2019-01-11,5059
2019-01-10,2746
2019-01-09,10095
2019-01-08,39482
2019-01-07,
2019-01-04,9253
2019-01-03,
2019-01-02,2880
2018-12-31,6590
2018-12-28,
2018-12-27,5746
2018-12-26,8550
2018-12-21,
2018-12-20,
2018-12-19,3950
2018-12-18,
2018-12-17,
2018-12-14,1784
2018-12-13,
2018-12-12,1533
2018-12-11,2973
2018-12-10,
2018-12-07,
2018-12-06,
2018-12-05,2555
2018-12-04,5538
2018-12-03,1794
2018-11-30,
2018-11-29,
2018-11-28,6386
2018-11-27,
2018-11-26,3022
2018-11-23,
2018-11-21,43159
2018-11-20,
