report_date,total_pounds
2018-07-09,119980
2018-07-06,240558
2018-07-05,177280
2018-07-03,82967
2018-07-03,82967
2018-07-02,72305
2018-06-29,59205
2018-06-28,130801
2018-06-27,123848
2018-06-26,158007
2018-06-25,57617
2018-06-22,14994
2018-06-21,149280
2018-06-20,255602
2018-06-19,116246
2018-06-18,31938
2018-06-15,88900
2018-06-14,58095
2018-06-13,199451
2018-06-12,40606
2018-06-11,18826
2018-06-08,30696
2018-06-07,11750
2018-06-06,108340
2018-06-05,60228
2018-06-04,23578
2018-06-01,38359
2018-05-31,185315
2018-05-30,135371
2018-05-29,51728
2018-05-25,9040
2018-05-24,105366
2018-05-23,38562
2018-05-22,47355
2018-05-21,38900
2018-05-18,62272
2018-05-17,96065
2018-05-16,187295
2018-05-15,55502
2018-05-14,25995
2018-05-11,21598
2018-05-10,94704
2018-05-09,131408
2018-05-08,94675
2018-05-07,17760
2018-05-04,78757
2018-05-03,5656
2018-05-02,154615
2018-05-01,86981
2018-04-30,47308
2018-04-27,17702
2018-04-26,106687
2018-04-25,187378
2018-04-24,122380
2018-04-23,115528
2018-04-20,167272
2018-04-19,121970
2018-04-18,232114
2018-04-17,163342
2018-04-16,25556
2018-04-13,112527
2018-04-12,143576
2018-04-11,259151
2018-04-10,406019
2018-04-09,53521
2018-04-06,123915
2018-04-05,123882
2018-04-04,330875
2018-04-03,73313
2018-04-02,420941
2018-03-30,44344
2018-03-29,21266
2018-03-28,185172
2018-03-27,52354
2018-03-26,43366
2018-03-23,112960
2018-03-22,266291
2018-03-21,135926
2018-03-20,139845
2018-03-19,65595
2018-03-16,29948
2018-03-15,25535
2018-03-14,105004
2018-03-13,25722
2018-03-12,55126
2018-03-09,24596
2018-03-08,37642
2018-03-07,256901
2018-03-06,50574
2018-03-05,21669
2018-03-02,66732
2018-03-01,208099
2018-02-28,101037
2018-02-27,82482
2018-02-26,31544
2018-02-23,4521
2018-02-22,290808
2018-02-21,104535
2018-02-20,26316
2018-02-19,275090
2018-02-16,251441
2018-02-15,151438
2018-02-14,170292
2018-02-13,40207
2018-02-12,167099
2018-02-09,98538
2018-02-08,312761
2018-02-07,104525
2018-02-06,117844
2018-02-05,14746
2018-02-02,109496
2018-02-01,137209
2018-01-31,135545
2018-01-30,143079
2018-01-29,153973
2018-01-26,38210
2018-01-25,310486
2018-01-24,193584
2018-01-23,130241
2018-01-22,109477
2018-01-19,27022
2018-01-18,18926
2018-01-17,190136
2018-01-16,381961
2018-01-15,61497
2018-01-12,27883
2018-01-11,72733
2018-01-10,163427
2018-01-09,95229
2018-01-08,48887
2018-01-05,32262
2018-01-04,235126
2018-01-03,74142
2018-01-02,44912
2017-12-29,119219
2017-12-28,506353
2017-12-27,635886
2017-12-26,32812
2017-12-22,145172
2017-12-21,54300
2017-12-20,182964
2017-12-19,128334
2017-12-18,156641
2017-12-15,64574
2017-12-14,119432
2017-12-13,266584
2017-12-12,128034
2017-12-11,75385
2017-12-08,107197
2017-12-07,131938
2017-12-06,5509
2017-12-05,29346
2017-12-04,69025
2017-12-01,124732
2017-11-30,46142
2017-11-29,41351
2017-11-28,47494
2017-11-27,26534
2017-11-24,17889
2017-11-22,28543
2017-11-21,52781
2017-11-20,79397
2017-11-17,11775
2017-11-16,168652
2017-11-15,50979
2017-11-14,94668
2017-11-13,20754
2017-11-10,151508
2017-11-09,39364
2017-11-08,50137
2017-11-07,20748
2017-11-06,86450
2017-11-03,35929
2017-11-02,224611
2017-11-01,59330
2017-10-31,11166
2017-10-30,20322
2017-10-27,18717
2017-10-26,287185
2017-10-25,19974
2017-10-24,24587
2017-10-23,33374
2017-10-20,39583
2017-10-19,179266
2017-10-18,33335
2017-10-17,108001
2017-10-16,78491
2017-10-13,216592
2017-10-12,63921
2017-10-11,97792
2017-10-10,17139
2017-10-09,204421
2017-10-06,221046
2017-10-05,76049
2017-10-04,70665
2017-10-03,20262
2017-10-02,35351
2017-09-29,43639
2017-09-28,56617
2017-09-27,58596
2017-09-26,11879
2017-09-25,52677
2017-09-22,70501
2017-09-21,116713
2017-09-20,56755
2017-09-19,48990
2017-09-18,65268
2017-09-15,76926
2017-09-14,75574
2017-09-13,52935
2017-09-12,14036
2017-09-11,222609
2017-09-08,128036
2017-09-07,603001
2017-09-06,65471
2017-09-05,89519
2017-09-01,95838
2017-08-31,64593
2017-08-30,66497
2017-08-29,32681
2017-08-28,130251
2017-08-25,257970
2017-08-24,361951
2017-08-23,293200
2017-08-22,170735
2017-08-21,77987
2017-08-18,59648
2017-08-17,95170
2017-08-16,76637
2017-08-15,33152
2017-08-14,57084
2017-08-11,13895
2017-08-10,174114
2017-08-09,94265
2017-08-08,142381
2017-08-07,117757
2017-08-04,57438
2017-08-03,182302
2017-08-02,125369
2017-08-01,78680
2017-07-31,36450
2017-07-28,91526
2017-07-27,77050
2017-07-26,129285
2017-07-25,50275
2017-07-24,26989
2017-07-21,62279
2017-07-20,309511
2017-07-19,222272
2017-07-18,102318
2017-07-17,34866
2017-07-14,85164
2017-07-13,254515
2017-07-12,51299
2017-07-11,32771
2017-07-10,29720
2017-07-07,66674
2017-07-06,156144
2017-07-05,30424
2017-07-03,97960
2017-06-30,50994
2017-06-29,64564
2017-06-28,143873
2017-06-27,34446
2017-06-26,70638
2017-06-23,76819
2017-06-22,148764
2017-06-21,58361
2017-06-20,138529
2017-06-19,13058
2017-06-16,84749
2017-06-15,84701
2017-06-14,93055
2017-06-13,95052
2017-06-12,13865
2017-06-09,66685
2017-06-08,31233
2017-06-07,91460
2017-06-06,105307
2017-06-05,74275
2017-06-02,153098
2017-06-01,150171
2017-05-31,73934
2017-05-30,32228
2017-05-26,50278
2017-05-25,70943
2017-05-24,129648
2017-05-23,157458
2017-05-22,17057
2017-05-19,265411
2017-05-18,38852
2017-05-17,192192
2017-05-16,13516
2017-05-15,35613
2017-05-12,32124
2017-05-11,120683
2017-05-10,24456
2017-05-09,90937
2017-05-08,42287
2017-05-05,21694
2017-05-04,52110
2017-05-03,45155
2017-05-02,57330
2017-05-01,20510
2017-04-28,39376
2017-04-27,25331
2017-04-26,95768
2017-04-25,142300
2017-04-24,23384
2017-04-21,7005
2017-04-20,50772
2017-04-19,79134
2017-04-18,81733
2017-04-17,30817
2017-04-14,99068
2017-04-13,158404
2017-04-12,105320
2017-04-11,96270
2017-04-10,115224
2017-04-07,161092
2017-04-06,87029
2017-04-05,114792
2017-04-04,35890
2017-04-03,129708
2017-03-31,60387
2017-03-30,161879
2017-03-29,245359
2017-03-28,57791
2017-03-27,32820
2017-03-24,13740
2017-03-23,78385
2017-03-22,23820
2017-03-21,39652
2017-03-20,47797
2017-03-17,94229
2017-03-16,75460
2017-03-15,96351
2017-03-14,52058
2017-03-13,125584
2017-03-10,88654
2017-03-09,152378
2017-03-08,42661
2017-03-07,108698
2017-03-06,34916
2017-03-03,11178
2017-03-02,152167
2017-03-01,134579
2017-02-28,32400
2017-02-28,32400
2017-02-27,35250
2017-02-24,161360
2017-02-23,27211
2017-02-22,203298
2017-02-21,10772
2017-02-20,335846
2017-02-17,75058
2017-02-16,279088
2017-02-15,57651
2017-02-14,118877
2017-02-13,466611
2017-02-10,108298
2017-02-09,198790
2017-02-08,64624
2017-02-07,151011
2017-02-06,37715
2017-02-03,233231
2017-02-02,39940
2017-02-01,83924
2017-01-31,26986
2017-01-30,140307
2017-01-27,164177
2017-01-26,91625
2017-01-25,154066
2017-01-24,49051
2017-01-23,47608
2017-01-20,65972
2017-01-19,109279
2017-01-18,219911
2017-01-17,83587
2017-01-16,53705
2017-01-13,37280
2017-01-12,61685
2017-01-11,436172
2017-01-10,127419
2017-01-09,114902
2017-01-06,42208
2017-01-05,111680
2017-01-04,249137
2017-01-03,213923
2016-12-30,159917
2016-12-29,67841
2016-12-28,232957
2016-12-27,109566
2016-12-23,55815
2016-12-22,52440
2016-12-21,262401
2016-12-20,115500
2016-12-19,158669
2016-12-16,126601
2016-12-15,132365
2016-12-14,526716
2016-12-13,97093
2016-12-12,99639
2016-12-09,54801
2016-12-08,25873
2016-12-07,24942
2016-12-06,28300
2016-12-05,156934
2016-12-02,11652
2016-12-01,62849
2016-11-30,58266
2016-11-29,26827
2016-11-28,33490
2016-11-25,13505
2016-11-23,24030
2016-11-22,17941
2016-11-21,60042
2016-11-18,52651
2016-11-17,54801
2016-11-16,34148
2016-11-15,75651
2016-11-14,45734
2016-11-11,43256
2016-11-10,271402
2016-11-09,41658
2016-11-08,21653
2016-11-07,30993
2016-11-04,88052
2016-11-03,28901
2016-11-02,25634
2016-11-01,15248
2016-10-31,31311
2016-10-28,42382
2016-10-27,115582
2016-10-26,133117
2016-10-25,69099
2016-10-24,15741
2016-10-21,41023
2016-10-20,158481
2016-10-19,607614
2016-10-18,105180
2016-10-17,28693
2016-10-14,68094
2016-10-13,133241
2016-10-12,141550
2016-10-11,56870
2016-10-10,74858
2016-10-07,45830
2016-10-06,99943
2016-10-05,81972
2016-10-04,14853
2016-10-03,162546
2016-09-30,358464
2016-09-29,202414
2016-09-28,82824
2016-09-27,44311
2016-09-26,106794
2016-09-23,144061
2016-09-22,109496
2016-09-21,131113
2016-09-20,66743
2016-09-19,120264
2016-09-16,38279
2016-09-15,337070
2016-09-14,238437
2016-09-13,30399
2016-09-12,147523
2016-09-09,309097
2016-09-08,214418
2016-09-07,82528
2016-09-06,40530
2016-09-02,152229
2016-09-01,195020
2016-08-31,189981
2016-08-30,59583
2016-08-29,25440
2016-08-26,117286
2016-08-25,56583
2016-08-24,99136
2016-08-23,39871
2016-08-22,40865
2016-08-19,32439
2016-08-18,43347
2016-08-17,75103
2016-08-16,76714
2016-08-15,100080
2016-08-12,83406
2016-08-11,64660
2016-08-10,82435
2016-08-09,173871
2016-08-08,73423
2016-08-05,106552
2016-08-04,38575
2016-08-03,148714
2016-08-02,30833
2016-08-01,20015
2016-07-29,66462
2016-07-28,45545
2016-07-27,197264
2016-07-26,83449
2016-07-25,56233
2016-07-22,19927
2016-07-21,82312
2016-07-20,42732
2016-07-19,33346
2016-07-18,74470
2016-07-15,97932
2016-07-14,122345
2016-07-13,50068
2016-07-12,74660
2016-07-11,66112
2016-07-08,59194
2016-07-07,50795
2016-07-06,66790
2016-07-05,26984
2016-07-01,140122
2016-06-30,96883
2016-06-29,69997
2016-06-28,90125
2016-06-27,275811
2016-06-24,191957
2016-06-23,212656
2016-06-22,265020
2016-06-21,53915
2016-06-20,55241
2016-06-17,33815
2016-06-16,140541
2016-06-15,68084
2016-06-14,73493
2016-06-13,52650
2016-06-10,44427
2016-06-09,75713
2016-06-08,74205
2016-06-07,75944
2016-06-06,82264
2016-06-03,14591
2016-06-02,158036
2016-06-01,36955
2016-05-31,21529
2016-05-27,32572
2016-05-26,27421
2016-05-25,23975
2016-05-24,44941
2016-05-23,66754
2016-05-20,26740
2016-05-19,52016
2016-05-18,38984
2016-05-17,31328
2016-05-16,30585
2016-05-13,30225
2016-05-12,34604
2016-05-11,400800
2016-05-10,40925
2016-05-09,78519
2016-05-06,23021
2016-05-05,103306
2016-05-04,699601
2016-05-03,50631
2016-05-02,31041
2016-04-29,50351
2016-04-28,143560
2016-04-27,133247
2016-04-26,58147
2016-04-25,194187
2016-04-22,61172
2016-04-21,155869
2016-04-20,137919
2016-04-19,140283
2016-04-18,36099
2016-04-15,75687
2016-04-14,94553
2016-04-13,64358
2016-04-12,193369
2016-04-11,80915
2016-04-08,194808
2016-04-07,998475
2016-04-06,196120
2016-04-05,22474
2016-04-04,51038
2016-04-01,134544
2016-03-31,116415
2016-03-30,123299
2016-03-29,50950
2016-03-28,9580
2016-03-25,28766
2016-03-24,25704
2016-03-23,609706
2016-03-22,484082
2016-03-21,78922
2016-03-18,16175
2016-03-17,13649
2016-03-16,91493
2016-03-15,29486
2016-03-14,70918
2016-03-11,31497
2016-03-10,74171
2016-03-09,58123
2016-03-08,93835
2016-03-07,45186
2016-03-04,64075
2016-03-03,157329
2016-03-02,53088
2016-03-01,42828
2016-02-29,90934
2016-02-26,81680
2016-02-25,9820
2016-02-24,88420
2016-02-23,77532
2016-02-22,181097
2016-02-19,105186
2016-02-18,57184
2016-02-17,167691
2016-02-16,37758
2016-02-15,130913
2016-02-12,277499
2016-02-11,645749
2016-02-10,114253
2016-02-09,34812
2016-02-08,84405
2016-02-05,30068
2016-02-04,60128
2016-02-03,135873
2016-02-02,66765
2016-02-01,66594
2016-01-29,67007
2016-01-28,132955
2016-01-27,141418
2016-01-26,118608
2016-01-25,36194
2016-01-22,51923
2016-01-21,95199
2016-01-20,147265
2016-01-19,94758
2016-01-18,19809
2016-01-15,70665
2016-01-14,83775
2016-01-13,136550
2016-01-12,26521
2016-01-11,24935
2016-01-08,82580
2016-01-07,145344
2016-01-06,105550
2016-01-05,216483
2016-01-04,53535
