report_date,weighted_average
2017-06-23,450.56
2017-06-22,450.56
2017-06-21,551.17
2017-06-20,551.17
2017-06-19,439.53
2017-06-16,439.53
2017-06-15,526.91
2017-06-14,473.11
2017-06-13,473.06
2017-06-12,549.45
2017-06-09,541.17
2017-06-08,541.17
2017-06-07,547.78
2017-06-06,505.23
2017-06-05,505.23
2017-06-02,426.75
2017-06-01,426.75
2017-05-31,521.95
2017-05-30,499.4
2017-05-26,499.4
2017-05-25,499.4
2017-05-24,551.82
2017-05-23,516.95
2017-05-22,540.67
2017-05-19,555.68
2017-05-18,517.81
2017-05-17,549.46
2017-05-16,554.02
2017-05-15,554.02
2017-05-12,554.02
2017-05-11,554.02
2017-05-10,545.68
2017-05-09,550.91
2017-05-08,487.35
2017-05-05,478.91
2017-05-04,481.36
2017-05-03,529.92
2017-05-02,508.73
2017-05-01,508.73
2017-04-28,526.8
2017-04-27,501.9
2017-04-26,500.87
2017-04-25,511.61
2017-04-24,475.86
2017-04-21,475.86
2017-04-20,511.55
2017-04-19,511.55
2017-04-18,455.47
2017-04-17,522.66
2017-04-14,522.66
2017-04-13,526.79
2017-04-12,496.45
2017-04-11,449.75
2017-04-10,455.81
2017-04-07,455.81
2017-04-06,482.99
2017-04-05,572.88
2017-04-04,572.88
2017-04-03,504.77
2017-03-31,509.54
2017-03-30,509.54
2017-03-29,509.54
2017-03-28,509.54
2017-03-27,557.17
2017-03-24,557.17
2017-03-23,568.41
2017-03-22,571.36
2017-03-21,571.36
2017-03-20,511.78
2017-03-17,511.78
2017-03-16,528.99
2017-03-15,528.99
2017-03-14,485.24
2017-03-13,494.01
2017-03-10,543.42
2017-03-09,543.42
2017-03-08,498.72
2017-03-07,500.71
2017-03-06,462.14
2017-03-03,511.37
2017-03-02,459.59
2017-03-01,478.08
2017-02-28,443.52
2017-02-28,443.52
2017-02-27,404.08
2017-02-24,482.95
2017-02-23,482.95
2017-02-22,444.12
2017-02-21,439.21
2017-02-20,409.43
2017-02-17,389.61
2017-02-16,389.61
2017-02-15,418.09
2017-02-14,348.04
2017-02-13,376.43
2017-02-10,376.43
2017-02-09,376.43
2017-02-08,376.43
2017-02-07,420.08
2017-02-06,389.45
2017-02-03,408.95
2017-02-02,415.78
2017-02-01,406.68
2017-01-31,417.47
2017-01-30,417.47
2017-01-27,386.49
2017-01-26,393.25
2017-01-25,372.39
2017-01-24,377.09
2017-01-23,356.16
2017-01-20,381.59
2017-01-19,381.98
2017-01-18,373.37
2017-01-17,444.8
2017-01-16,362.61
2017-01-13,382.71
2017-01-12,382.71
2017-01-11,375.8
2017-01-10,349.86
2017-01-09,349.86
2017-01-06,354.58
2017-01-05,376.97
2017-01-04,363.46
2017-01-03,373.21
