report_date,weighted_average
2019-05-08,963.43
2019-05-07,971.19
2019-05-06,967.19
2019-05-03,972.25
2019-05-02,986.23
2019-05-01,975.70
2019-04-30,960.62
2019-04-29,978.72
2019-04-26,981.91
2019-04-25,973.02
2019-04-24,968.30
2019-04-23,985.15
2019-04-22,976.93
2019-04-19,971.53
2019-04-18,973.59
2019-04-17,970.90
2019-04-16,972.28
2019-04-15,985.89
2019-04-12,967.14
2019-04-11,961.61
2019-04-10,965.44
2019-04-09,969.17
2019-04-08,982.96
2019-04-05,962.32
2019-04-04,973.01
2019-04-03,993.48
2019-04-02,972.03
2019-04-01,1016.59
2019-03-29,968.82
2019-03-28,972.13
2019-03-27,988.20
2019-03-26,986.62
2019-03-25,988.28
2019-03-22,977.48
2019-03-21,980.91
2019-03-20,980.15
2019-03-19,987.70
2019-03-18,1005.79
2019-03-15,1018.39
2019-03-14,1008.11
2019-03-13,1010.51
2019-03-12,1009.29
2019-03-11,1029.27
2019-03-08,1034.75
2019-03-07,1029.84
2019-03-06,1036.32
2019-03-05,1034.24
2019-03-04,1011.36
2019-03-01,1012.78
2019-02-28,1003.22
2019-02-27,1012.01
2019-02-26,994.18
2019-02-25,1023.53
2019-02-22,1023.65
2019-02-21,1020.75
2019-02-20,1021.20
2019-02-19,993.01
2019-02-18,996.13
2019-02-15,995.81
2019-02-14,999.17
2019-02-13,986.75
2019-02-12,1022.85
2019-02-11,1029.32
2019-02-08,1018.50
2019-02-07,1014.28
2019-02-06,1005.38
2019-02-05,992.63
2019-02-04,1061.99
2019-02-01,1043.69
2019-01-31,1009.78
2019-01-30,1103.04
2019-01-29,1031.66
2019-01-28,1039.61
2019-01-25,1088.30
2019-01-24,1056.39
2019-01-23,1066.53
2019-01-22,1096.17
2019-01-21,1052.67
2019-01-18,1053.57
2019-01-17,1032.20
2019-01-16,1032.13
2019-01-15,1042.33
2019-01-14,1057.26
2019-01-11,1030.06
2019-01-10,1032.71
2019-01-09,1032.56
2019-01-08,1024.58
2019-01-07,1032.40
2019-01-04,1038.26
2019-01-03,1039.44
2019-01-02,1047.40
2018-12-31,991.51
2018-12-28,1031.32
2018-12-27,1033.24
2018-12-26,1051.65
2018-12-21,1080.23
2018-12-20,1074.24
2018-12-19,1084.26
2018-12-18,1045.43
2018-12-17,1115.53
2018-12-14,1040.21
2018-12-13,1146.15
2018-12-12,1153.90
2018-12-11,1161.50
2018-12-10,1176.15
2018-12-07,1159.33
2018-12-06,1160.21
2018-12-05,1183.52
2018-12-04,1155.10
2018-12-03,1197.26
2018-11-30,1166.34
2018-11-29,1152.49
2018-11-28,1207.29
2018-11-27,1167.94
2018-11-26,1208.90
2018-11-23,1144.75
2018-11-21,1193.28
2018-11-20,1195.59
2018-11-19,1169.35
2018-11-16,1213.26
2018-11-15,1187.10
2018-11-14,1191.68
2018-11-13,1168.02
2018-11-12,1152.40
2018-11-09,1148.60
2018-11-08,1139.81
2018-11-07,1167.47
2018-11-06,1161.51
2018-11-05,1154.47
2018-11-02,1140.82
2018-11-01,1166.46
2018-10-31,1162.13
2018-10-30,1116.29
2018-10-29,1120.66
2018-10-26,1105.81
2018-10-25,1119.33
2018-10-24,1109.10
2018-10-23,1115.31
2018-10-22,1064.48
2018-10-19,1063.38
2018-10-18,1072.18
2018-10-17,1056.75
2018-10-16,1039.49
2018-10-15,1025.87
2018-10-12,1025.85
2018-10-11,1038.97
2018-10-10,1014.72
2018-10-09,1019.56
2018-10-08,1013.45
2018-10-05,999.33
2018-10-04,1015.03
2018-10-03,1002.06
2018-10-02,1000.53
2018-10-01,979.33
2018-09-28,1023.06
2018-09-27,975.11
2018-09-26,998.45
2018-09-25,949.29
2018-09-24,986.91
2018-09-21,938.81
2018-09-20,936.06
2018-09-19,935.86
2018-09-18,931.15
2018-09-17,980.29
2018-09-14,923.26
2018-09-13,911.60
2018-09-12,933.09
2018-09-11,938.37
2018-09-10,935.11
2018-09-07,923.33
2018-09-06,916.22
2018-09-05,941.63
2018-09-04,926.32
2018-08-31,968.74
2018-08-30,981.97
2018-08-29,960.29
2018-08-28,989.29
2018-08-27,966.45
2018-08-24,945.67
2018-08-23,955.36
2018-08-22,942.42
2018-08-21,943.24
2018-08-20,987.98
2018-08-17,930.75
2018-08-16,961.31
2018-08-15,949.27
2018-08-14,928.24
2018-08-13,946.81
2018-08-10,918.99
2018-08-09,918.29
2018-08-08,907.65
2018-08-07,906.97
2018-08-06,903.53
2018-08-03,922.57
2018-08-02,945.69
2018-08-01,902.45
2018-07-31,915.05
2018-07-30,923.91
2018-07-27,910.85
2018-07-26,912.46
2018-07-25,903.28
2018-07-24,901.49
2018-07-23,909.46
2018-07-20,905.95
2018-07-19,906.45
2018-07-18,896.40
2018-07-17,902.15
2018-07-16,898.28
2018-07-13,897.27
2018-07-12,906.70
2018-07-11,942.91
2018-07-10,900.14
2018-07-09,911.06
2018-07-06,899.88
2018-07-05,912.50
2018-07-03,946.46
2018-07-03,946.46
2018-07-02,912.09
2018-06-29,913.19
2018-06-28,933.19
2018-06-27,919.69
2018-06-26,916.94
2018-06-25,946.56
2018-06-22,952.84
2018-06-21,929.95
2018-06-20,939.55
2018-06-19,942.06
2018-06-18,1000.10
2018-06-15,955.21
2018-06-14,946.11
2018-06-13,963.18
2018-06-12,966.78
2018-06-11,1016.40
2018-06-08,997.47
2018-06-07,1089.19
2018-06-06,989.79
2018-06-05,990.99
2018-06-04,1011.65
2018-06-01,993.60
2018-05-31,997.25
2018-05-30,987.35
2018-05-29,1030.12
2018-05-25,1002.20
2018-05-24,992.81
2018-05-23,1009.94
2018-05-22,986.46
2018-05-21,1002.13
2018-05-18,1059.07
2018-05-17,976.29
2018-05-16,993.28
2018-05-15,997.02
2018-05-14,1028.62
2018-05-11,1024.67
2018-05-10,1001.27
2018-05-09,1003.07
2018-05-08,984.88
2018-05-07,983.50
2018-05-04,983.06
2018-05-03,981.19
2018-05-02,975.16
2018-05-01,976.88
2018-04-30,938.81
2018-04-27,950.82
2018-04-26,924.06
2018-04-25,921.73
2018-04-24,901.70
2018-04-23,882.31
2018-04-20,874.36
2018-04-19,882.53
2018-04-18,865.23
2018-04-17,865.33
2018-04-16,877.35
2018-04-13,870.73
2018-04-12,870.72
2018-04-11,867.62
2018-04-10,866.50
2018-04-09,908.59
2018-04-06,912.91
2018-04-05,938.36
2018-04-04,904.19
2018-04-03,918.56
2018-04-02,919.04
2018-03-30,964.46
2018-03-29,1038.49
2018-03-28,957.60
2018-03-27,983.68
2018-03-26,990.58
2018-03-23,966.38
2018-03-22,980.39
2018-03-21,993.35
2018-03-20,982.17
2018-03-19,1018.69
2018-03-16,1015.15
2018-03-15,1020.24
2018-03-14,1000.03
2018-03-13,1010.08
2018-03-12,1003.29
2018-03-09,998.62
2018-03-08,1016.49
2018-03-07,992.50
2018-03-06,993.66
2018-03-05,1005.08
2018-03-02,982.24
2018-03-01,1004.26
2018-02-28,982.14
2018-02-27,982.47
2018-02-26,1006.34
2018-02-23,965.41
2018-02-22,965.65
2018-02-21,975.88
2018-02-20,996.22
2018-02-19,966.76
2018-02-16,953.68
2018-02-15,931.95
2018-02-14,932.68
2018-02-13,953.53
2018-02-12,935.99
2018-02-09,938.65
2018-02-08,921.91
2018-02-07,941.35
2018-02-06,929.14
2018-02-05,963.44
2018-02-02,948.81
2018-02-01,925.71
2018-01-31,952.99
2018-01-30,933.21
2018-01-29,946.78
2018-01-26,956.66
2018-01-25,927.40
2018-01-24,926.66
2018-01-23,934.49
2018-01-22,926.99
2018-01-19,941.71
2018-01-18,959.40
2018-01-17,938.65
2018-01-16,924.07
2018-01-15,972.53
2018-01-12,947.03
2018-01-11,981.81
2018-01-10,952.96
2018-01-09,998.70
2018-01-08,964.19
2018-01-05,979.52
2018-01-04,958.64
2018-01-03,959.33
2018-01-02,960.72
2017-12-29,944.07
2017-12-28,921.58
2017-12-27,919.96
2017-12-26,984.62
2017-12-22,957.35
2017-12-21,984.61
2017-12-20,982.62
2017-12-19,989.14
2017-12-18,1007.58
2017-12-15,1053.88
2017-12-14,1072.02
2017-12-13,1043.76
2017-12-12,1075.45
2017-12-11,1048.56
2017-12-08,1107.45
2017-12-07,1113.80
2017-12-06,1177.46
2017-12-05,1167.12
2017-12-04,1160.95
2017-12-01,1153.37
2017-11-30,1148.68
2017-11-29,1183.65
2017-11-28,1141.47
2017-11-27,1182.21
2017-11-24,1164.09
2017-11-22,1160.87
2017-11-21,1153.83
2017-11-20,1161.37
2017-11-17,1167.72
2017-11-16,1149.94
2017-11-15,1145.50
2017-11-14,1134.28
2017-11-13,1071.43
2017-11-10,1118.76
2017-11-09,1109.62
2017-11-08,1113.20
2017-11-07,1049.82
2017-11-06,1070.61
2017-11-03,1054.78
2017-11-02,1043.54
2017-11-01,1027.58
2017-10-31,1033.35
2017-10-30,1014.94
2017-10-27,954.89
2017-10-26,1005.47
2017-10-25,981.56
2017-10-24,1003.14
2017-10-23,978.64
2017-10-20,966.72
2017-10-19,955.65
2017-10-18,973.84
2017-10-17,942.33
2017-10-16,927.93
2017-10-13,910.64
2017-10-12,935.95
2017-10-11,915.51
2017-10-10,942.00
2017-10-09,904.42
2017-10-06,905.50
2017-10-05,916.41
2017-10-04,922.70
2017-10-03,925.42
2017-10-02,949.34
2017-09-29,931.45
2017-09-28,921.10
2017-09-27,922.89
2017-09-26,917.44
2017-09-25,919.17
2017-09-22,914.27
2017-09-21,892.33
2017-09-20,885.79
2017-09-19,891.14
2017-09-18,877.80
2017-09-15,919.45
2017-09-14,884.30
2017-09-13,877.03
2017-09-12,949.82
2017-09-11,858.33
2017-09-08,880.48
2017-09-07,858.91
2017-09-06,896.89
2017-09-05,887.94
2017-09-01,868.20
2017-08-31,880.32
2017-08-30,893.04
2017-08-29,881.83
2017-08-28,871.78
2017-08-25,866.99
2017-08-24,860.59
2017-08-23,874.14
2017-08-22,883.92
2017-08-21,922.30
2017-08-18,909.55
2017-08-17,914.86
2017-08-16,924.53
2017-08-15,941.93
2017-08-14,929.56
2017-08-11,938.17
2017-08-10,927.62
2017-08-09,931.65
2017-08-08,920.96
2017-08-07,923.23
2017-08-04,935.66
2017-08-03,947.63
2017-08-02,947.08
2017-08-01,964.28
2017-07-31,947.27
2017-07-28,943.44
2017-07-27,941.17
2017-07-26,943.15
2017-07-25,965.24
2017-07-24,969.05
2017-07-21,952.03
2017-07-20,937.22
2017-07-19,938.66
2017-07-18,943.99
2017-07-17,965.08
2017-07-14,959.80
2017-07-13,948.49
2017-07-12,1017.13
2017-07-11,970.99
2017-07-10,990.64
2017-07-07,1012.22
2017-07-06,997.65
2017-07-05,1023.27
2017-07-03,977.07
2017-06-30,977.34
2017-06-29,998.71
2017-06-28,981.04
2017-06-27,1071.55
2017-06-26,1004.41
2017-06-23,986.06
2017-06-22,1006.31
2017-06-21,1020.67
2017-06-20,996.48
2017-06-19,1060.54
2017-06-16,1029.39
2017-06-15,1027.90
2017-06-14,1046.67
2017-06-13,1045.39
2017-06-12,1044.45
2017-06-09,1042.71
2017-06-08,1074.16
2017-06-07,1043.58
2017-06-06,1009.26
2017-06-05,1021.59
2017-06-02,1018.03
2017-06-01,1002.84
2017-05-31,1005.06
2017-05-30,1003.16
2017-05-26,1011.38
2017-05-25,1010.45
2017-05-24,1006.99
2017-05-23,1022.54
2017-05-22,1023.93
2017-05-19,1012.56
2017-05-18,1041.55
2017-05-17,1017.33
2017-05-16,1089.09
2017-05-15,1088.77
2017-05-12,1084.29
2017-05-11,1072.05
2017-05-10,1120.76
2017-05-09,1055.91
2017-05-08,1100.50
2017-05-05,1091.98
2017-05-04,1086.07
2017-05-03,1071.34
2017-05-02,1086.83
2017-05-01,1072.44
2017-04-28,1038.50
2017-04-27,1027.15
2017-04-26,1016.77
2017-04-25,1012.43
2017-04-24,1035.14
2017-04-21,1026.08
2017-04-20,1022.63
2017-04-19,1023.46
2017-04-18,1023.60
2017-04-17,1013.58
2017-04-14,1023.71
2017-04-13,1010.15
2017-04-12,1011.05
2017-04-11,1000.50
2017-04-10,1013.47
2017-04-07,1018.83
2017-04-06,1007.53
2017-04-05,1023.25
2017-04-04,1030.96
2017-04-03,1024.39
2017-03-31,1053.11
2017-03-30,1047.15
2017-03-29,1040.67
2017-03-28,1064.10
2017-03-27,1087.20
2017-03-24,1107.70
2017-03-23,1117.27
2017-03-22,1127.45
2017-03-21,1152.26
2017-03-20,1145.24
2017-03-17,1130.84
2017-03-16,1097.19
2017-03-15,1099.38
2017-03-14,1107.35
2017-03-13,1077.22
2017-03-10,1049.69
2017-03-09,1066.25
2017-03-08,1066.54
2017-03-07,1060.52
2017-03-06,1016.49
2017-03-03,1013.37
2017-03-02,1040.04
2017-03-01,1002.77
2017-02-28,1005.81
2017-02-28,1005.81
2017-02-27,970.24
2017-02-24,991.25
2017-02-23,1016.13
2017-02-22,952.29
2017-02-21,929.23
2017-02-20,932.19
2017-02-17,921.25
2017-02-16,928.43
2017-02-15,910.67
2017-02-14,910.15
2017-02-13,897.36
2017-02-10,907.10
2017-02-09,898.23
2017-02-08,911.99
2017-02-07,895.97
2017-02-06,891.80
2017-02-03,878.52
2017-02-02,956.42
2017-02-01,910.32
2017-01-31,964.45
2017-01-30,896.93
2017-01-27,896.70
2017-01-26,911.36
2017-01-25,907.50
2017-01-24,907.92
2017-01-23,903.51
2017-01-20,899.58
2017-01-19,890.75
2017-01-18,913.68
2017-01-17,886.73
2017-01-16,898.29
2017-01-13,901.00
2017-01-12,887.24
2017-01-11,878.22
2017-01-10,927.67
2017-01-09,917.43
2017-01-06,936.99
2017-01-05,932.41
2017-01-04,926.74
2017-01-03,932.95
2016-12-30,941.52
2016-12-29,979.83
2016-12-28,935.98
2016-12-27,926.68
2016-12-23,939.22
2016-12-22,1003.02
2016-12-21,907.28
2016-12-20,971.91
2016-12-19,963.24
2016-12-16,996.48
2016-12-15,1014.88
2016-12-14,986.27
2016-12-13,1003.29
2016-12-12,1012.83
2016-12-09,1051.25
2016-12-08,1079.53
2016-12-07,1077.76
2016-12-06,1058.95
2016-12-05,1047.99
2016-12-02,1066.95
2016-12-01,1062.47
2016-11-30,1074.41
2016-11-29,1045.73
2016-11-28,1044.74
2016-11-25,1039.62
2016-11-23,1052.03
2016-11-22,1042.09
2016-11-21,1031.01
2016-11-18,993.43
2016-11-17,1024.33
2016-11-16,981.54
2016-11-15,1011.02
2016-11-14,968.92
2016-11-11,961.76
2016-11-10,990.62
2016-11-09,941.95
2016-11-08,948.62
2016-11-07,943.74
2016-11-04,943.06
2016-11-03,935.36
2016-11-02,927.89
2016-11-01,935.69
2016-10-31,904.99
2016-10-28,910.77
2016-10-27,887.92
2016-10-26,908.66
2016-10-25,920.51
2016-10-24,862.14
2016-10-21,889.27
2016-10-20,845.87
2016-10-19,808.72
2016-10-18,861.16
2016-10-17,907.33
2016-10-14,863.81
2016-10-13,875.37
2016-10-12,886.51
2016-10-11,886.35
2016-10-10,925.45
2016-10-07,907.05
2016-10-06,893.95
2016-10-05,945.76
2016-10-04,901.00
2016-10-03,900.56
2016-09-30,904.38
2016-09-29,901.16
2016-09-28,937.37
2016-09-27,907.20
2016-09-26,939.25
2016-09-23,912.29
2016-09-22,904.59
2016-09-21,940.50
2016-09-20,908.60
2016-09-19,933.42
2016-09-16,915.67
2016-09-15,902.09
2016-09-14,947.18
2016-09-13,941.16
2016-09-12,941.02
2016-09-09,911.50
2016-09-08,938.77
2016-09-07,967.80
2016-09-06,982.60
2016-09-02,946.24
2016-09-01,958.36
2016-08-31,973.48
2016-08-30,993.70
2016-08-29,995.61
2016-08-26,998.55
2016-08-25,994.44
2016-08-24,991.66
2016-08-23,985.09
2016-08-22,1004.86
2016-08-19,1015.75
2016-08-18,1012.70
2016-08-17,991.77
2016-08-16,980.22
2016-08-15,991.91
2016-08-12,994.35
2016-08-11,1023.68
2016-08-10,993.57
2016-08-09,985.19
2016-08-08,1015.00
2016-08-05,981.59
2016-08-04,993.71
2016-08-03,1015.60
2016-08-02,991.04
2016-08-01,979.61
2016-07-29,982.91
2016-07-28,997.34
2016-07-27,953.57
2016-07-26,968.12
2016-07-25,985.39
2016-07-22,985.44
2016-07-21,982.81
2016-07-20,1015.00
2016-07-19,970.96
2016-07-18,988.11
2016-07-15,992.50
2016-07-14,1015.87
2016-07-13,983.66
2016-07-12,977.42
2016-07-11,969.87
2016-07-08,959.31
2016-07-07,970.64
2016-07-06,953.36
2016-07-05,968.29
2016-07-01,950.35
2016-06-30,956.45
2016-06-29,937.28
2016-06-28,944.80
2016-06-27,899.64
2016-06-24,927.14
2016-06-23,941.69
2016-06-22,946.76
2016-06-21,1046.59
2016-06-20,1030.01
2016-06-17,1023.33
2016-06-16,1014.30
2016-06-15,1024.47
2016-06-14,1010.95
2016-06-13,1061.20
2016-06-10,1066.65
2016-06-09,1047.29
2016-06-08,1053.43
2016-06-07,1048.56
2016-06-06,1057.53
2016-06-03,1078.45
2016-06-02,1058.42
2016-06-01,1069.89
2016-05-31,1043.36
2016-05-27,1038.35
2016-05-26,1037.26
2016-05-25,1047.49
2016-05-24,1087.11
2016-05-23,1026.92
2016-05-20,1050.57
2016-05-19,1058.44
2016-05-18,1061.50
2016-05-17,1029.40
2016-05-16,983.96
2016-05-13,972.91
2016-05-12,1018.89
2016-05-11,918.72
2016-05-10,925.17
2016-05-09,918.39
2016-05-06,912.66
2016-05-05,913.88
2016-05-04,865.07
2016-05-03,929.99
2016-05-02,937.50
2016-04-29,928.40
2016-04-28,927.52
2016-04-27,947.57
2016-04-26,961.24
2016-04-25,949.53
2016-04-22,1020.60
2016-04-21,956.81
2016-04-20,974.31
2016-04-19,967.08
2016-04-18,997.89
2016-04-15,985.32
2016-04-14,1001.19
2016-04-13,988.23
2016-04-12,980.49
2016-04-11,968.53
2016-04-08,961.39
2016-04-07,934.84
2016-04-06,950.72
2016-04-05,1035.23
2016-04-04,1004.50
2016-04-01,991.46
2016-03-31,1009.64
2016-03-30,1026.23
2016-03-29,1083.99
2016-03-28,1056.84
2016-03-25,1054.27
2016-03-24,1065.30
2016-03-23,996.50
2016-03-22,1011.11
2016-03-21,1089.52
2016-03-18,1108.40
2016-03-17,1174.06
2016-03-16,1095.34
2016-03-15,1094.74
2016-03-14,1102.48
2016-03-11,1137.45
2016-03-10,1057.66
2016-03-09,1089.39
2016-03-08,1064.32
2016-03-07,1088.32
2016-03-04,1087.53
2016-03-03,1092.29
2016-03-02,1089.32
2016-03-01,1096.68
2016-02-29,1044.98
2016-02-26,1072.18
2016-02-25,1070.48
2016-02-24,1055.29
2016-02-23,1042.22
2016-02-22,1008.80
2016-02-19,998.89
2016-02-18,1001.24
2016-02-17,990.78
2016-02-16,1063.11
2016-02-15,998.11
2016-02-12,986.35
2016-02-11,967.00
2016-02-10,1018.18
2016-02-09,1006.07
2016-02-08,1014.80
2016-02-05,1006.31
2016-02-04,1020.77
2016-02-03,996.36
2016-02-02,1006.46
2016-02-01,993.48
2016-01-29,1016.39
2016-01-28,987.16
2016-01-27,982.52
2016-01-26,995.31
2016-01-25,1037.71
2016-01-22,1002.77
2016-01-21,996.47
2016-01-20,998.20
2016-01-19,963.70
2016-01-18,1026.48
2016-01-15,1017.62
2016-01-14,1032.20
2016-01-13,1032.80
2016-01-12,1023.49
2016-01-11,1044.63
2016-01-08,1028.07
2016-01-07,1011.68
2016-01-06,1020.73
2016-01-05,998.94
2016-01-04,1026.37
