report_date,total_pounds
2018-02-16,
2018-02-15,
2018-02-14,3124
2018-02-13,37226
2018-02-12,
2018-02-09,8559
2018-02-08,162672
2018-02-07,70298
2018-02-06,
2018-02-05,
2018-02-02,121877
2018-02-01,98171
2018-01-31,3326
2018-01-30,165743
2018-01-29,
2018-01-26,111399
2018-01-25,13588
2018-01-24,147303
2018-01-23,
2018-01-22,1304
2018-01-19,
2018-01-18,349879
2018-01-17,
2018-01-16,4018
2018-01-15,
2018-01-12,
2018-01-11,99577
2018-01-10,8169
2018-01-09,57287
2018-01-08,
2018-01-05,
2018-01-04,13829
2018-01-03,
2018-01-02,86387
2017-12-29,
2017-12-28,112541
2017-12-27,13095
2017-12-26,
2017-12-22,
2017-12-21,14167
2017-12-20,1177
2017-12-19,
2017-12-18,
2017-12-15,
2017-12-14,15222
2017-12-13,3850
2017-12-12,29568
2017-12-11,
2017-12-08,
2017-12-07,11906
2017-12-06,5510
2017-12-05,
2017-12-04,
2017-12-01,
2017-11-30,12801
2017-11-29,
2017-11-28,47033
2017-11-27,
2017-11-24,
2017-11-22,14850
2017-11-21,49250
2017-11-20,
2017-11-17,
2017-11-16,12777
2017-11-15,2185
2017-11-14,32699
2017-11-13,
2017-11-10,
2017-11-09,16602
2017-11-08,3842
2017-11-07,
2017-11-06,
2017-11-03,
2017-11-02,15659
2017-11-01,32395
2017-10-31,22169
2017-10-30,
2017-10-27,
2017-10-26,6138
2017-10-25,55455
2017-10-24,32869
2017-10-23,
2017-10-20,
2017-10-19,38577
2017-10-18,2828
2017-10-17,50941
2017-10-16,5509
2017-10-13,
2017-10-12,29474
2017-10-11,71172
2017-10-10,26549
2017-10-09,
2017-10-06,
2017-10-05,59081
2017-10-04,2324
2017-10-03,33662
2017-10-02,2196
2017-09-29,81858
2017-09-28,37601
2017-09-27,82251
2017-09-26,61439
2017-09-25,
2017-09-22,136289
2017-09-21,
2017-09-20,183505
2017-09-19,159583
2017-09-18,5649
2017-09-15,
2017-09-14,163394
2017-09-13,144778
2017-09-12,7990
2017-09-11,38212
2017-09-08,4195
2017-09-07,23884
2017-09-06,55706
2017-09-05,41297
2017-09-01,432822
2017-08-31,15275
2017-08-30,118155
2017-08-29,
2017-08-28,6112
2017-08-25,2778
2017-08-24,1045
2017-08-23,16817
2017-08-22,17484
2017-08-21,
2017-08-18,9178
2017-08-17,
2017-08-16,85080
2017-08-15,9863
2017-08-14,14231
2017-08-11,1415
2017-08-10,9400
2017-08-09,13618
2017-08-08,
2017-08-07,85433
2017-08-04,6950
2017-08-03,
2017-08-02,12959
2017-08-01,128145
2017-07-31,7132
2017-07-28,
2017-07-27,11873
2017-07-26,52747
2017-07-25,3462
2017-07-24,179006
2017-07-21,2087
2017-07-20,13880
2017-07-19,2051
2017-07-18,12875
2017-07-17,1846
2017-07-14,
2017-07-13,83391
2017-07-12,39833
2017-07-11,6494
2017-07-10,3166
2017-07-07,
2017-07-06,11007
2017-07-05,65036
2017-07-03,6222
2017-06-30,42336
2017-06-29,17878
2017-06-28,41009
2017-06-27,
2017-06-26,
2017-06-23,62768
2017-06-22,
2017-06-21,37054
2017-06-20,
2017-06-19,41747
2017-06-16,
2017-06-15,77473
2017-06-14,101261
2017-06-13,4613
2017-06-12,8887
2017-06-09,18661
2017-06-08,
2017-06-07,52141
2017-06-06,5465
2017-06-05,
2017-06-02,52611
2017-06-01,
2017-05-31,26964
2017-05-30,9827
2017-05-26,
2017-05-25,
2017-05-24,6417
2017-05-23,7184
2017-05-22,23236
2017-05-19,3758
2017-05-18,21311
2017-05-17,3631
2017-05-16,3008
2017-05-15,
2017-05-12,
2017-05-11,
2017-05-10,6741
2017-05-09,1388
2017-05-08,7321
2017-05-05,8733
2017-05-04,229608
2017-05-03,7802
2017-05-02,29247
2017-05-01,
2017-04-28,6084
2017-04-27,41593
2017-04-26,26273
2017-04-25,50383
2017-04-24,241438
2017-04-21,
2017-04-20,13190
2017-04-19,
2017-04-18,23270
2017-04-17,5786
2017-04-14,
2017-04-13,14762
2017-04-12,22276
2017-04-11,6479
2017-04-10,9284
2017-04-07,
2017-04-06,50185
2017-04-05,3310
2017-04-04,
2017-04-03,4125
2017-03-31,32280
2017-03-30,
2017-03-29,
2017-03-28,
2017-03-27,6185
2017-03-24,
2017-03-23,39029
2017-03-22,6297
2017-03-21,
2017-03-20,4000
2017-03-17,
2017-03-16,31520
2017-03-15,
2017-03-14,16878
2017-03-13,11383
2017-03-10,5245
2017-03-09,
2017-03-08,10696
2017-03-07,38901
2017-03-06,6982
2017-03-03,19806
2017-03-02,14787
2017-03-01,23555
2017-02-28,16362
2017-02-28,16362
2017-02-27,10061
2017-02-24,62654
2017-02-23,
2017-02-22,12670
2017-02-21,54071
2017-02-20,50996
2017-02-17,128437
2017-02-16,
2017-02-15,29104
2017-02-14,21989
2017-02-13,26158
2017-02-10,
2017-02-09,
2017-02-08,
2017-02-07,22001
2017-02-06,10581
2017-02-03,14278
2017-02-02,20862
2017-02-01,57523
2017-01-31,7301
2017-01-30,
2017-01-27,16851
2017-01-26,20057
2017-01-25,4272
2017-01-24,85255
2017-01-23,1419
2017-01-20,55674
2017-01-19,35652
2017-01-18,63697
2017-01-17,27037
2017-01-16,10095
2017-01-13,18788
2017-01-12,
2017-01-11,19881
2017-01-10,7876
2017-01-09,
2017-01-06,5212
2017-01-05,24013
2017-01-04,6196
2017-01-03,11863
